gene,t_stat,p_value,p_adj,significant,log2FC,regulation
ACTC1,-5.185617443546537,3.903508280588387e-06,7.810321018543338e-06,True,-1.3720053677286517,DOWN
FNIP1,-5.183810103710964,3.928175616204703e-06,7.858726187437342e-06,True,-0.38254645956531963,DOWN
LEPREL1,-5.1837417847947656,3.929111072466262e-06,7.859647284966063e-06,True,-1.5782341875206338,DOWN
ARMC2,-5.1827967960337835,3.942072895177726e-06,7.884622346556513e-06,True,-0.6298092461559017,DOWN
SSFA2,-5.18265451703635,3.944028098753186e-06,7.887579462573608e-06,True,-0.5864705863575317,DOWN
MKS1,5.182602262519051,3.94474642261227e-06,7.888062552830555e-06,True,0.3798004720578305,UP
TMCO4,-5.182176851596577,3.950599197497771e-06,7.898811325994033e-06,True,-0.3654926654006392,DOWN
IL13RA1,-5.181978490594585,3.953331163180057e-06,7.90331852281465e-06,True,-0.4072550374835622,DOWN
TMBIM6,-5.181483986903361,3.960149931005727e-06,7.915993791046242e-06,True,-0.3000000945532122,DOWN
SLC12A2,-5.180044649091471,3.980063241618795e-06,7.954837682119227e-06,True,-0.6637292551863156,DOWN
HEXA,-5.179940875362794,3.981502768874054e-06,7.956753630996645e-06,True,-0.4290202232429543,DOWN
USB1,5.179384096418152,3.989235065843033e-06,7.97047766729335e-06,True,0.3554894185978785,UP
NAA30,5.179377003145894,3.989333669559155e-06,7.97047766729335e-06,True,0.33862929482946047,UP
FAM89A,-5.179309510711684,3.990272003514508e-06,7.971389796926772e-06,True,-0.9194052985501049,DOWN
NT5C3B,5.177433237247245,4.016444816887236e-06,8.022706687842487e-06,True,0.4398042580120727,UP
TUBGCP5,5.176921285863509,4.0236155773486e-06,8.036059841529766e-06,True,0.42921255025673943,UP
SLC2A6,-5.174269264144357,4.0609643932300445e-06,8.109674820276534e-06,True,-0.9566700106636228,DOWN
RABAC1,-5.172814710966643,4.0815941203075245e-06,8.149888332185373e-06,True,-0.5350979988692011,DOWN
PDHX,5.172569570017811,4.085081087454303e-06,8.155866609379927e-06,True,0.374118593695016,UP
AC117834.1,-5.170001107458535,4.12179294547545e-06,8.227176291819438e-06,True,-1.9045472586108894,DOWN
NDUFAF7,5.1700139506354565,4.121608566548034e-06,8.227176291819438e-06,True,0.43313531422920803,UP
GUCY1B3,-5.16977257708,4.125075129155036e-06,8.232734380201456e-06,True,-0.8025621794245072,DOWN
SSC5D,-5.169407389605626,4.130325353472665e-06,8.24139544898391e-06,True,-1.0742956198852154,DOWN
ARL6IP4,-5.169401431639175,4.130411064549688e-06,8.24139544898391e-06,True,-0.281372591670193,DOWN
CXXC5,-5.169079607022134,4.135043429468908e-06,8.24964349940469e-06,True,-0.8245118667941345,DOWN
MEF2BNB,-5.168863721753874,4.138153768407847e-06,8.254853399844203e-06,True,-0.3949025829756625,DOWN
KCTD13,5.168270472032029,4.146712828021244e-06,8.270929926414886e-06,True,0.4276448569179312,UP
NNAT,-5.168142544902142,4.148560773637511e-06,8.273618370278763e-06,True,-0.7224012703055083,DOWN
AHDC1,5.168094106678698,4.149260690284326e-06,8.274016888122717e-06,True,0.5797988772706368,UP
SGK3,-5.166680201323218,4.169742575796822e-06,8.31385766649294e-06,True,-0.648440069718764,DOWN
ABAT,-5.165381810709286,4.188638947539587e-06,8.350527941564343e-06,True,-0.7578704531914786,DOWN
POPDC3,5.164344650437909,4.20379412850144e-06,8.379731789886304e-06,True,1.8940096092245966,UP
TCF25,-5.163901352136333,4.210288176575662e-06,8.391665809112675e-06,True,-0.3850984116954521,DOWN
LEF1,5.163708735175255,4.213112980303259e-06,8.396284540968131e-06,True,0.9488239996813217,UP
ABLIM1,-5.163444965322574,4.2169843027411035e-06,8.402987509195659e-06,True,-0.7788256821443316,DOWN
PPA1,-5.1580379631797495,4.297120076419565e-06,8.561639169600399e-06,True,-0.42509843030167715,DOWN
S100A10,-5.156648646329675,4.3179522035461655e-06,8.602109477142844e-06,True,-0.7127451388322612,DOWN
MRPL55,5.155994722879921,4.327791915746851e-06,8.61963611966193e-06,True,0.3099993066454907,UP
YME1L1,5.1560177795708215,4.32744460138511e-06,8.61963611966193e-06,True,0.3070587503006603,UP
SAMD11,-5.155361969835378,4.33733412749571e-06,8.637601485245127e-06,True,-1.4833997023600762,DOWN
FZD3,5.155118505371712,4.341011211815579e-06,8.64388380063651e-06,True,0.792177644027138,UP
ANXA8,5.155070294843202,4.341739708110316e-06,8.644294039793643e-06,True,2.1368692941185055,UP
IL9R,-5.154971965261029,4.34322591374011e-06,8.646212578850935e-06,True,-0.9266693743381005,DOWN
RPL34,-5.154669008473175,4.347808119502833e-06,8.653253128994634e-06,True,-0.480392149178245,DOWN
SRBD1,-5.154668976823695,4.3478085984486185e-06,8.653253128994634e-06,True,-0.34255838556998963,DOWN
SYT17,-5.154621136326001,4.348532619421838e-06,8.653653137879999e-06,True,-0.7733188532838993,DOWN
FNBP1L,-5.153696254099165,4.362553240417907e-06,8.680510326243447e-06,True,-0.624900291042481,DOWN
ZNF181,-5.153498805067012,4.36555221194518e-06,8.685433062365683e-06,True,-0.5527429282975618,DOWN
C9orf9,-5.152986393694762,4.373344505774413e-06,8.699889966098071e-06,True,-0.7798130502830878,DOWN
PGAP1,5.152640338303007,4.3786147664711615e-06,8.709326918882587e-06,True,0.8474508930389817,UP
UVRAG,-5.152522562314214,4.380409867819789e-06,8.711850133799544e-06,True,-0.40215157085518527,DOWN
SLC47A2,5.1523971976961995,4.3823214300500965e-06,8.714604334156111e-06,True,1.5960258433872547,UP
TMEM223,5.151023927946145,4.403315024580241e-06,8.755299493051327e-06,True,0.40058655133051957,UP
VPS37B,-5.148541390912954,4.441518380915972e-06,8.830199665014992e-06,True,-0.5949037500857735,DOWN
PLCB1,5.147906282487997,4.451344362712481e-06,8.848671450327765e-06,True,0.9313794164407279,UP
POPDC2,-5.147434171518505,4.458662444625078e-06,8.862154030072311e-06,True,-0.7719945690656003,DOWN
C11orf74,-5.147225277212419,4.461904252185391e-06,8.8675322345234e-06,True,-0.5360839337160819,DOWN
PLEKHO1,-5.14549501274743,4.48884556508396e-06,8.9200035880752e-06,True,-0.6074529219967832,DOWN
CXCR6,-5.14447597676328,4.504787607358123e-06,8.950607777559763e-06,True,-1.1335259234885626,DOWN
GALNT6,5.144125079631303,4.510290040507878e-06,8.96046454373233e-06,True,0.8099915976234691,UP
HDX,-5.143962714319107,4.512838340773722e-06,8.964450756165354e-06,True,-0.8984632541578881,DOWN
PEX14,-5.1438934073278295,4.513926536452217e-06,8.965535959856174e-06,True,-0.357450622979238,DOWN
COL4A5,5.143700673758974,4.516954025310387e-06,8.970472254082386e-06,True,0.9794149203160609,UP
FLOT1,-5.142463075062135,4.536442191902611e-06,9.008093622783089e-06,True,-0.3658821960719205,DOWN
SLC9A8,-5.142320930841001,4.538685804838518e-06,9.011467255616618e-06,True,-0.5137201840004666,DOWN
LPCAT3,-5.141598862440304,4.550099886762822e-06,9.033045671525186e-06,True,-0.48019521228104267,DOWN
PTGR1,5.1411562760285925,4.557110052108795e-06,9.045877122032394e-06,True,0.9707859315164686,UP
PROX2,-5.140175813822916,4.572677637623979e-06,9.075689960951144e-06,True,-0.5760129043233237,DOWN
N4BP3,-5.139156048801183,4.5889249100571656e-06,9.106844504845365e-06,True,-0.8494045444728355,DOWN
SYNE4,-5.13909869860949,4.589840323518323e-06,9.10756873981898e-06,True,-1.2813704623944506,DOWN
KDM3B,-5.137735708027692,4.6116492134340296e-06,9.149746520717835e-06,True,-0.3619609577224985,DOWN
LIN54,5.13744563467302,4.6163037811059615e-06,9.157883220431432e-06,True,0.3972602840732291,UP
TALDO1,5.137082919991161,4.622130483359643e-06,9.16746110972142e-06,True,0.6058821786597743,UP
OPN3,-5.137076107689624,4.6222399865395045e-06,9.16746110972142e-06,True,-0.746664192988634,DOWN
ITPR2,-5.136750038752639,4.627484319141439e-06,9.176762322928815e-06,True,-0.7492269302104475,DOWN
CELF5,5.133365560875913,4.682266343266154e-06,9.284287709652268e-06,True,1.0796006618678593,UP
ZNF615,-5.132921022156427,4.689509114347598e-06,9.29747530748455e-06,True,-0.5100154815921201,DOWN
PAPD7,5.132888401246658,4.690041034528017e-06,9.29747530748455e-06,True,0.49176733350269153,UP
CDADC1,-5.132447189685008,4.6972413266307565e-06,9.310633490967517e-06,True,-0.3696081912884779,DOWN
SLC26A8,-5.131902164190091,4.706150847668122e-06,9.327176063089252e-06,True,-0.8710402209237547,DOWN
ZNF613,-5.131272694197482,4.716461520720096e-06,9.346491299594442e-06,True,-0.48137789570769485,DOWN
PCDHGB3,-5.130490475293049,4.729305255002888e-06,9.370821011260215e-06,True,-0.905904317629151,DOWN
CXorf65,-5.130251996403949,4.733227842958818e-06,9.377470322327105e-06,True,-1.3348070489293256,DOWN
SH3PXD2B,5.129716972542962,4.742039787816638e-06,9.393803674500274e-06,True,0.6407825500885842,UP
ZNF43,-5.12959636350249,4.744028475068351e-06,9.396618115647775e-06,True,-1.0080415265490457,DOWN
CSNK2B,5.1293963288410485,4.747328601491319e-06,9.402029173051696e-06,True,0.2584309627230805,UP
LTBP3,-5.128796910360212,4.7572312331468985e-06,9.42051355504673e-06,True,-0.5319600432718694,DOWN
CD164L2,-5.128078173343292,4.769131912040479e-06,9.442949675049034e-06,True,-1.4579425135163566,DOWN
SLC51A,5.127953819644956,4.771193908315053e-06,9.445902023821054e-06,True,0.7550944793949208,UP
ERCC3,5.127346011534622,4.7812850592822834e-06,9.46398630702367e-06,True,0.30215699976842636,UP
ZNF433,-5.127334737149676,4.781472441245746e-06,9.46398630702367e-06,True,-0.5695959556263013,DOWN
IFI44L,-5.127087037092792,4.785591080939165e-06,9.469935606395162e-06,True,-1.0945163604644996,DOWN
FLNC,-5.127085121641056,4.785622943793893e-06,9.469935606395162e-06,True,-1.301001381760373,DOWN
LENG1,-5.126425598567272,4.796606319871456e-06,9.490422494530874e-06,True,-0.3988234694067403,DOWN
HUS1,5.126360198683236,4.797696811378436e-06,9.490422494530874e-06,True,0.4431354989623628,UP
ANKHD1,-5.1263833985689455,4.797309943598037e-06,9.490422494530874e-06,True,-0.3449003958180583,DOWN
HAS1,-5.124897163305667,4.822155778550537e-06,9.537664955901809e-06,True,-2.0899405658304655,DOWN
TMTC2,-5.123980089174285,4.8375500357619495e-06,9.566969321262426e-06,True,-0.7429460506741865,DOWN
SLC35B1,5.123311418776077,4.848805057880688e-06,9.588081711800644e-06,True,0.34549004086041535,UP
WDR82,-5.122279486347143,4.86622517602657e-06,9.621378529799187e-06,True,-0.2717644957510643,DOWN
SPRYD4,5.122194251897836,4.8676667802441075e-06,9.623078848027095e-06,True,0.45705310560567547,UP
NBEAL1,-5.121786222513805,4.874573779035561e-06,9.635582219133018e-06,True,-0.5484066341483471,DOWN
AP4B1,-5.121672194354852,4.8765057405092505e-06,9.638249608974501e-06,True,-0.4045052986305011,DOWN
ARFIP1,-5.119201775184047,4.9185475263592345e-06,9.720182611516188e-06,True,-0.3219590887389838,DOWN
IFI44,-5.117299707657638,4.951160380103897e-06,9.783464527507342e-06,True,-0.7911747863044987,DOWN
IKZF3,-5.117212470406276,4.952661252877332e-06,9.785261574976769e-06,True,-1.0130849117019327,DOWN
CLEC4C,-5.116592751081141,4.963336130052826e-06,9.805181644384957e-06,True,-1.0031590550720593,DOWN
TMPRSS13,5.115676144470269,4.979166595005163e-06,9.835280720434626e-06,True,0.8956785844870065,UP
WDR60,-5.115597791490348,4.980522115434391e-06,9.836783860554136e-06,True,-0.5250914025193207,DOWN
TMEM42,-5.115098130932486,4.989174893740092e-06,9.852697376095707e-06,True,-0.6292208409440168,DOWN
FBXW9,5.112988033184312,5.025879867692599e-06,9.923998378204326e-06,True,0.43371928377329816,UP
TWIST2,-5.1116843407886225,5.0486904103330756e-06,9.967849980782904e-06,True,-1.0721733460074647,DOWN
JAGN1,-5.110433504857317,5.070672062991082e-06,1.0010054800404183e-05,True,-0.37019597460069065,DOWN
GNG10,-5.1097875698621555,5.082060363080533e-06,1.0031339621470703e-05,True,-0.46058686104937685,DOWN
KDM4D,5.109582427836681,5.085682438064897e-06,1.0037291654274569e-05,True,0.662481329216265,UP
C11orf48,5.108736546593813,5.100644579646409e-06,1.006562077412331e-05,True,0.37235252047326917,UP
AADAC,-5.108414379005335,5.106354558362473e-06,1.0075687080275147e-05,True,-2.104395879700154,DOWN
C20orf96,-5.107540924821411,5.121867057932152e-06,1.0105090683697528e-05,True,-0.8552919621160155,DOWN
IRF2,-5.104211820392873,5.181418915033548e-06,1.0221363532756653e-05,True,-0.33235527722076696,DOWN
SMPDL3B,-5.103198355251169,5.19968318667559e-06,1.025617052021312e-05,True,-1.213124055530991,DOWN
AHSP,-5.10279679676193,5.206937458732146e-06,1.0269255007119244e-05,True,-1.6816727816109782,DOWN
SCLT1,5.102702478686879,5.208642788824314e-06,1.0271393914314454e-05,True,0.3570525914583653,UP
GTF2F2,5.102539981020323,5.2115821403035955e-06,1.027596550009808e-05,True,0.33745439006979794,UP
ZNF175,-5.102344143056142,5.215126743190064e-06,1.0281729261925597e-05,True,-0.6156926642632632,DOWN
SUN2,-5.100311724076275,5.252053461746324e-06,1.035329733403943e-05,True,-0.48019519317730186,DOWN
PTGER3,-5.0989815360793305,5.276360872614944e-06,1.0398736228399552e-05,True,-1.2396614384730285,DOWN
ASAH2B,5.099002412995236,5.275978519610663e-06,1.0398736228399552e-05,True,0.48410546770535756,UP
SNCG,-5.097676504970595,5.300316333523838e-06,1.0444703875434956e-05,True,-1.1880365034245273,DOWN
ARPC1B,-5.0949011295685995,5.35161878650923e-06,1.0544543625437087e-05,True,-0.5356862073936277,DOWN
NDUFA4L2,5.09445933637014,5.3598303100261885e-06,1.0559465644127565e-05,True,1.291373700439566,UP
POLRMT,5.094396604868858,5.36099729461953e-06,1.0560507231751414e-05,True,0.3525492020718257,UP
ISG20,-5.093611340306192,5.375626658885723e-06,1.0588064651340985e-05,True,-0.7049014876064881,DOWN
SEPT3,5.09135295754378,5.417919669544074e-06,1.0670096528104594e-05,True,1.1387842984377299,UP
SFT2D1,-5.091067789062007,5.423283321473305e-06,1.067938854484359e-05,True,-0.30372591720833775,DOWN
MAP2K4,-5.090918211433693,5.426098776263635e-06,1.0683661103567993e-05,True,-0.31059163606119533,DOWN
HNF4G,5.08996438959317,5.444086192385815e-06,1.0717801767375454e-05,True,1.393924610899067,UP
ADM,5.088455904163381,5.47265363796636e-06,1.0772760790024203e-05,True,1.1462711549239657,UP
PIAS4,5.086631904945826,5.507393621075549e-06,1.083985575311622e-05,True,0.3945117321352942,UP
PRKACA,-5.086132103546461,5.516950742590765e-06,1.0857374811010372e-05,True,-0.346076644317149,DOWN
THEM5,5.085974264506314,5.519972309893855e-06,1.0862029242054452e-05,True,1.3794378621019114,UP
C22orf39,-5.085550399437263,5.52809457878863e-06,1.0876718373892006e-05,True,-0.43725703759697687,DOWN
ICMT,5.08513589504301,5.536048866066217e-06,1.0891073542100542e-05,True,0.42803799101257667,UP
SLC20A2,5.084491344743989,5.54844011861729e-06,1.0914153104568192e-05,True,0.6139210324676334,UP
NHSL1,-5.083573597732445,5.566130663821055e-06,1.0947650003913379e-05,True,-0.6047052166023539,DOWN
C19orf47,5.08293067336954,5.578556811902205e-06,1.0970785980378221e-05,True,0.4005885810685026,UP
PRAP1,5.0828695892348,5.579738839325803e-06,1.0971806405591324e-05,True,1.6514426353622838,UP
C3orf38,-5.0818526249682625,5.599454222477158e-06,1.1009265610324964e-05,True,-0.3552950437783684,DOWN
SEC31B,-5.081076101957264,5.614554500256408e-06,1.1037643085401887e-05,True,-0.9039420227085087,DOWN
MAPK12,5.0771331332183,5.6918509591510024e-06,1.1188270656903094e-05,True,0.9541196339905316,UP
RANBP6,-5.0768217868985115,5.697998956606297e-06,1.1199025034099689e-05,True,-0.40765298274126405,DOWN
ZSWIM8,-5.074130476462887,5.7514163958031625e-06,1.1302670657864748e-05,True,-0.4562746516593883,DOWN
CTTNBP2NL,-5.073591006142359,5.762183086865808e-06,1.1322484462255913e-05,True,-0.4866636650237499,DOWN
CDC42SE1,5.072054603670709,5.792955393480253e-06,1.1381599214479371e-05,True,0.41098058509960467,UP
DNAJC13,5.071184446921461,5.810455364477505e-06,1.1414626455150834e-05,True,0.3468607628004001,UP
PLCB3,5.070586199019568,5.822517108002546e-06,1.143696373642433e-05,True,0.46392228042153505,UP
SBK1,5.0699345200676955,5.8356841941061145e-06,1.1461466641914252e-05,True,1.1925498474032024,UP
PCBP2,5.068199649692917,5.87088021225094e-06,1.1529224108212676e-05,True,0.21666668628904162,UP
ETFDH,-5.0672596352665105,5.890037951176725e-06,1.1565473285333363e-05,True,-0.3588229980865929,DOWN
WBSCR28,5.066405038478499,5.9075083061500155e-06,1.1598400964192716e-05,True,1.391211959519949,UP
CMTM4,-5.066281876660049,5.910030284948176e-06,1.1601975683966252e-05,True,-0.6327431481176724,DOWN
RAB6B,5.066083330741343,5.914098134207916e-06,1.1608583892569697e-05,True,1.5235376087619361,UP
STAM,-5.065866652077771,5.9185406391363095e-06,1.1615925845137632e-05,True,-0.3719585208237284,DOWN
GLIS1,5.064262423410728,5.951534161853263e-06,1.167929459232146e-05,True,1.0903251567325198,UP
ADAMTSL5,5.063915730973598,5.958688224013831e-06,1.1691946948091655e-05,True,1.0791993693424002,UP
ZBTB20,-5.063745214069768,5.962209979587401e-06,1.1697469952836898e-05,True,-0.8462997397137646,DOWN
TG,5.0625735391756574,5.986464585469248e-06,1.1743663334904992e-05,True,1.4070704191287176,UP
CYP11A1,-5.0622429961510855,5.993324654201899e-06,1.1755726900269169e-05,True,-1.3534045363038558,DOWN
TGFBR3L,5.06199041841355,5.998571856380488e-06,1.1764624391158744e-05,True,1.5455489382723977,UP
PTMA,5.061748416958572,6.003603586411226e-06,1.1771701983547491e-05,True,0.3792156513822462,UP
CCDC53,-5.061766511781373,6.003227212376421e-06,1.1771701983547491e-05,True,-0.35235305064180267,DOWN
BUD31,5.060062084305532,6.038781702564939e-06,1.183805403947511e-05,True,0.46411750952887587,UP
TTC6,-5.060057655938354,6.038874348333027e-06,1.183805403947511e-05,True,-1.3252290550063623,DOWN
IER5,-5.060006943981786,6.039935391859842e-06,1.1838731318365253e-05,True,-0.7327464939813932,DOWN
NEK6,-5.059620271882722,6.048031753248866e-06,1.1853196559761013e-05,True,-0.5299975382517275,DOWN
CHID1,5.059349629105104,6.053704986804386e-06,1.1862909985393647e-05,True,0.29823536090001745,UP
NT5C2,-5.057711886006441,6.088147508080131e-06,1.1928991061248908e-05,True,-0.31235263566284033,DOWN
NIPA1,5.057289517944454,6.097061381471229e-06,1.1943627818664632e-05,True,0.3988266371563469,UP
SLC35G1,5.057306670777636,6.096699128871327e-06,1.1943627818664632e-05,True,1.0127278560239175,UP
NDUFS1,5.057028980891942,6.1025663005935236e-06,1.1952996264155305e-05,True,0.38333316416537677,UP
RAP1B,-5.056883881786304,6.10563423995936e-06,1.19575897845795e-05,True,-0.3990204456099491,DOWN
CDC25B,5.0562632126022375,6.118774675545698e-06,1.1981906380270276e-05,True,0.635883310430799,UP
ANO7,5.0556718159951295,6.131321290291585e-06,1.2005054526375654e-05,True,0.8480675929321695,UP
RNF149,-5.054607218875421,6.153970875286143e-06,1.2047976349734852e-05,True,-0.48607759853087273,DOWN
PGM2L1,5.052755937827083,6.193553834070413e-06,1.2124035516409725e-05,True,0.8988124226906455,UP
DIRC3,5.0519056733836685,6.211817621125909e-06,1.2158348815985823e-05,True,1.0699247778488434,UP
CCDC87,5.049351354812384,6.267004414676808e-06,1.2264914601470047e-05,True,0.8001828529730459,UP
USP7,5.048500141380065,6.2855022062946285e-06,1.2298206480977368e-05,True,0.4284317164370517,UP
PDGFRB,-5.048512769668001,6.2852273872366524e-06,1.2298206480977368e-05,True,-0.7617655818606686,DOWN
RAB24,-5.048370643663441,6.288321041912989e-06,1.230226695500182e-05,True,-0.41921784912508286,DOWN
CCZ1B,5.044966856749923,6.362861002424532e-06,1.2446622757757613e-05,True,0.36490174680186804,UP
NUDT7,-5.042752466683977,6.411820817698723e-06,1.2540912097035747e-05,True,-0.6905801200405364,DOWN
SH3BGR,-5.0419774227467355,6.429044437689556e-06,1.2573113501368048e-05,True,-0.5517770357930276,DOWN
FDXR,5.041358609231966,6.442828898559177e-06,1.2598582215655546e-05,True,0.5580337598472083,UP
HTR3A,5.040048423215697,6.472110260193834e-06,1.2654344629509215e-05,True,1.5355201107861467,UP
