gene,log2FC,p_adj,category
GINS4,2.821359496553499,4.569873305328566e-19,Upregulated
ELTD1,-2.059806694460751,4.588389015029947e-19,Downregulated
SNURF,-2.4116627331096345,4.6006890072387e-19,Downregulated
CASS4,-2.9997605775221894,4.6006890072387e-19,Downregulated
FLAD1,1.1649036516049005,4.614989837390156e-19,Upregulated
CD300LF,-3.1456633161088154,4.706801431905411e-19,Downregulated
PTPRM,-2.404705329152266,4.7414742125954e-19,Downregulated
ZBTB47,-1.49999485177125,4.775889802233247e-19,Downregulated
GPI,1.4282354941183808,4.775889802233247e-19,Upregulated
PEBP4,-6.508307219652021,4.857027135907859e-19,Downregulated
RBM28,1.16588405917142,4.897511416964787e-19,Upregulated
PKP3,2.120784101904537,4.965054693946254e-19,Upregulated
GRHL3,5.000516822395873,4.999599376413545e-19,Upregulated
PARD6G,1.9211737678076144,5.063710829928228e-19,Upregulated
CPED1,-2.8335158100816558,5.150166216919152e-19,Downregulated
TCF3,1.3776477771310205,5.193660138142462e-19,Upregulated
DTYMK,1.322354138599147,5.206866606846127e-19,Upregulated
TUBB1,-3.495498950309922,5.256021093095407e-19,Downregulated
GUCA2A,-3.843483631465488,5.263889284098493e-19,Downregulated
RFC2,1.0490223423255625,5.275067025788059e-19,Upregulated
KNTC1,2.039594054980994,5.364387437332764e-19,Upregulated
LILRA2,-2.975683802272428,5.389024315502754e-19,Downregulated
PTPN21,-2.5752998935149174,5.389024315502754e-19,Downregulated
MORC2,1.0147070174891637,5.389024315502754e-19,Upregulated
FCHO2,-1.4903918748471303,5.389024315502754e-19,Downregulated
ACTN2,-3.483970759959941,5.474002717930875e-19,Downregulated
ABLIM3,-2.633317356482693,5.523247397451486e-19,Downregulated
OGN,-4.393682141569601,5.523247397451486e-19,Downregulated
SIDT2,-1.5121575853065536,5.525839950757003e-19,Downregulated
ST7,-1.2029433492522834,5.563144858182622e-19,Downregulated
ALDOA,1.016862734867816,5.594586154161298e-19,Upregulated
DDAH1,-2.2345012579797148,5.614014348665009e-19,Downregulated
FAM124B,-2.4415330374095534,5.67333219520689e-19,Downregulated
KRT17,5.965486048323065,5.73259235220101e-19,Upregulated
CAD,1.427254849837256,5.744849230096903e-19,Upregulated
MUSTN1,-5.017226742296146,5.800194736162361e-19,Downregulated
KRTAP4-1,3.515917150777291,5.80423438856429e-19,Upregulated
RBP2,-5.465227372043925,5.80423438856429e-19,Downregulated
SH2D4B,-2.187320801193232,5.825272212751549e-19,Downregulated
DOCK4,-2.3076448804527745,5.918716764715933e-19,Downregulated
ALG3,1.673136558080996,5.992365919502089e-19,Upregulated
UBL3,-1.821369099126227,6.054640373141419e-19,Downregulated
LST1,-2.5811752089990705,6.131211755391915e-19,Downregulated
PAFAH1B3,1.9288229519820543,6.338851567236112e-19,Upregulated
BCL2L10,3.647275106273846,6.444800096445439e-19,Upregulated
LEFTY2,-3.6295694265637946,6.473349920270537e-19,Downregulated
CXCL16,-2.0366678259701665,6.480727441193982e-19,Downregulated
PRKCZ,-1.7056853576967974,6.539670609795953e-19,Downregulated
RAB44,-1.8222379029689155,6.6114681496638475e-19,Downregulated
PNPLA6,-1.6490190492594383,6.669315489855399e-19,Downregulated
RFC5,1.477254363502034,6.67056149013104e-19,Upregulated
CITED2,-2.451175873953334,6.721678441783485e-19,Downregulated
GNG4,4.4499334957558805,6.740063848624662e-19,Upregulated
AQP4,-6.112387706709503,6.765350113073359e-19,Downregulated
MGLL,-2.5992163549486555,6.776859943314011e-19,Downregulated
OTC,-3.32883088136756,6.920031958556079e-19,Downregulated
KRT6B,6.953040549769263,6.920031958556079e-19,Upregulated
FLVCR2,-2.421763944483935,6.960199567305588e-19,Downregulated
APOBEC3B,2.942537055628775,7.078041047616221e-19,Upregulated
UPK3B,-5.081482154698395,7.14185071165297e-19,Downregulated
MAMDC2,-4.157065297844336,7.14185071165297e-19,Downregulated
MSR1,-3.2821558430904467,7.2366774382353795e-19,Downregulated
OTUD1,-1.7547017920732095,7.526918847790636e-19,Downregulated
PSMD11,1.4329404836575623,7.528281030900735e-19,Upregulated
ASUN,1.3774436140374595,7.592513447181259e-19,Upregulated
WFDC1,-2.821967781382938,7.68325564667777e-19,Downregulated
NEDD9,-2.548041824060798,7.755541615190718e-19,Downregulated
FANCB,2.37410382820385,7.891670848006857e-19,Upregulated
CCDC58,1.478627004468109,8.234419487448856e-19,Upregulated
ANGPT1,-3.2621939046978614,8.308981857782967e-19,Downregulated
C1orf116,-3.0735280084797125,8.51156101799949e-19,Downregulated
IGIP,-1.6990198884472765,8.742859483303535e-19,Downregulated
FABP4,-5.651999307638111,8.785983680524894e-19,Downregulated
LHFPL3,-3.588820514868285,8.951205159454783e-19,Downregulated
HMGCLL1,-3.307497422336787,9.081177022064711e-19,Downregulated
CCDC137,1.0727454183408565,9.177285326253702e-19,Upregulated
C4orf32,-1.884515015692882,9.177285326253702e-19,Downregulated
CAV3,-3.461136530277609,9.239600304450084e-19,Downregulated
GLOD5,-2.86859105864236,9.257332072420784e-19,Downregulated
SLC5A9,-4.139151704582448,9.277032268129905e-19,Downregulated
GYPC,-2.539407850588681,9.520584850124114e-19,Downregulated
ACTL6A,1.8339210275530744,9.761681501300015e-19,Upregulated
ST8SIA6,-3.312521677505084,9.761681501300015e-19,Downregulated
PPAPDC1A,3.5509365003030657,9.890987968310189e-19,Upregulated
RHOBTB2,-2.9947125768118914,9.95910860496869e-19,Downregulated
KLC3,2.611564388164565,1.0160611669838985e-18,Upregulated
AAED1,-1.2935227130881426,1.0227046657478474e-18,Downregulated
CTSO,-1.7207916221673614,1.034606858733737e-18,Downregulated
PILRA,-2.388426824577574,1.0367886305858046e-18,Downregulated
PDK1,1.785483241740855,1.0461000883700477e-18,Upregulated
NXPH3,-3.05130518535072,1.048374753833243e-18,Downregulated
C16orf89,-5.4811821170258685,1.055325088613248e-18,Downregulated
FOLR1,-5.688120896073996,1.0610108969282665e-18,Downregulated
NEGR1,-2.727421782936028,1.097749115822304e-18,Downregulated
BTD,-1.262155265832682,1.1442660749656902e-18,Downregulated
DLX6,5.169253090070632,1.2118440338729445e-18,Upregulated
NCKAP5,-2.997622994789237,1.2313079405413294e-18,Downregulated
PHACTR2,-1.7294128706024692,1.2537175365433257e-18,Downregulated
FMO5,-3.3790196006732742,1.2854104497664948e-18,Downregulated
RNF180,-1.8821739448707515,1.2857218889372506e-18,Downregulated
NINJ2,-2.813733205994745,1.2862431274487089e-18,Downregulated
XXYLT1,1.928825523927955,1.2939788311723173e-18,Upregulated
MRPL3,1.4141171826164225,1.2982335019057818e-18,Upregulated
CLEC12A,-3.1749079396755304,1.3126799674601593e-18,Downregulated
TMEM150B,-2.9205696037672384,1.314358248693239e-18,Downregulated
COL11A1,5.511766176160534,1.3415603629940704e-18,Upregulated
MIA2,-2.6884516721471075,1.3505089425211032e-18,Downregulated
ZC3H8,1.5064738739172483,1.368729160922833e-18,Upregulated
PABPC1,1.0354901728800687,1.3823078893331926e-18,Upregulated
CD33,-2.508246906391296,1.4435861779452582e-18,Downregulated
SELP,-3.4696559940699503,1.4510420276155693e-18,Downregulated
INCA1,-1.58954545453276,1.46079143355862e-18,Downregulated
CYP27A1,-2.8921550414140658,1.463867456652469e-18,Downregulated
MAGI3,-1.7519541023705107,1.4795586306166711e-18,Downregulated
CYBRD1,-2.3707819104289456,1.4812869998069544e-18,Downregulated
MARCO,-4.592935692929993,1.4812869998069544e-18,Downregulated
PIGR,-5.423926199471906,1.4945025971043233e-18,Downregulated
F8,-2.137845916060325,1.4953980462635992e-18,Downregulated
GJA4,-2.365493395113305,1.5033121536678946e-18,Downregulated
GUCY1A2,-2.3970541654187203,1.5136380161435172e-18,Downregulated
GNAQ,-1.3888216987891884,1.5352297886213313e-18,Downregulated
ALOX5,-3.0135264230993144,1.5352297886213313e-18,Downregulated
COL4A3,-4.5146262335077605,1.5403854586594262e-18,Downregulated
KCTD12,-2.041172470710197,1.542588305003395e-18,Downregulated
PLSCR4,-1.9490145875913292,1.542588305003395e-18,Downregulated
TMEM47,-2.260009532364972,1.54529626606838e-18,Downregulated
LMOD1,-2.9211738535013643,1.5950784086767361e-18,Downregulated
POLR2H,1.5380397231910798,1.6241567594234902e-18,Upregulated
NPC2,-1.8270587998213763,1.6438037175618916e-18,Downregulated
ESRP1,1.385683701474898,1.6544695249631688e-18,Upregulated
PCDHAC2,-2.712525853710991,1.6859415086638476e-18,Downregulated
PCDHGA3,-2.3240836130504388,1.6864007402311373e-18,Downregulated
FPR2,-3.752550386975116,1.6910053360394344e-18,Downregulated
NR3C2,-2.952536258063933,1.6928626790457525e-18,Downregulated
ENPP4,-2.601972694347279,1.7354862543148333e-18,Downregulated
FAM184A,-3.1088675886471284,1.7362662707342995e-18,Downregulated
ST3GAL5,-2.540787884351814,1.745869464026658e-18,Downregulated
HMMR,3.099631412772897,1.755686723852404e-18,Upregulated
TLR8,-2.833314439114312,1.7667381170647573e-18,Downregulated
ATP1B2,-2.605937250092284,1.7720824509572163e-18,Downregulated
PCNA,1.6739201954426264,1.7779823628010184e-18,Upregulated
XPO5,1.1723541504540922,1.7783706178950807e-18,Upregulated
COLEC12,-2.9319564856166744,1.8026923824485357e-18,Downregulated
DLX5,4.613851515051588,1.808497327071198e-18,Upregulated
TSPAN13,-1.8970581938036075,1.8350327186213254e-18,Downregulated
ADRB2,-3.4498056908894004,1.8357909474739886e-18,Downregulated
HNF1B,-4.7399948216730685,1.8385237587735336e-18,Downregulated
CDKL2,-2.938773293666603,1.872836679923924e-18,Downregulated
OCLN,-2.284689381883478,1.9255070597926055e-18,Downregulated
PCDH9,-3.283078278174296,2.0063283662172207e-18,Downregulated
UNC45B,-2.5950104351212984,2.0063283662172207e-18,Downregulated
SHANK3,-1.6309775110687594,2.0276581927556905e-18,Downregulated
LRRC70,-2.221349550113426,2.042912155898883e-18,Downregulated
TPBG,2.0205844660114307,2.042912155898883e-18,Upregulated
FOXA2,-4.345522590961228,2.0557317357395392e-18,Downregulated
SFXN1,1.806076357538771,2.0656204945957393e-18,Upregulated
DCDC2,-3.3709456962097364,2.070951482746428e-18,Downregulated
MEF2C,-2.1513730853593023,2.0750666550648127e-18,Downregulated
CCND3,-1.7356860343017573,2.082567031723854e-18,Downregulated
SPATA6L,-2.1891808413699696,2.1080819981202892e-18,Downregulated
GJB2,5.227475019562427,2.1856227621541404e-18,Upregulated
PCDP1,-3.811764976291913,2.1956203274430026e-18,Downregulated
ZNF763,-1.9437180400016736,2.1956203274430026e-18,Downregulated
RRM1,1.472745324929214,2.2295945313948976e-18,Upregulated
ATP13A4,-4.034850898582186,2.25270139634743e-18,Downregulated
SPNS2,-2.586862731432064,2.257409413213896e-18,Downregulated
GINS3,1.7564646021174264,2.264214533947283e-18,Upregulated
C8orf34,-3.302495533626067,2.278097000093811e-18,Downregulated
AKAP13,-1.59392160632199,2.3331083269513704e-18,Downregulated
CDO1,-3.6627754229839145,2.3338706425903443e-18,Downregulated
TMBIM4,-1.0111771642444722,2.376721496281311e-18,Downregulated
STARD13,-2.364104922769406,2.382457672152295e-18,Downregulated
SLC16A12,-2.911341227951467,2.4074249762989373e-18,Downregulated
CYP4V2,-1.9399977044374168,2.4399509653207064e-18,Downregulated
TUBG1,1.2201973459412674,2.4870068626774244e-18,Upregulated
RMDN3,-1.329020902297664,2.5036140285881933e-18,Downregulated
CBX7,-1.935683662631046,2.531614182417289e-18,Downregulated
PNPLA2,-1.4578421061884723,2.531614182417289e-18,Downregulated
BTK,-2.571364569780048,2.531614182417289e-18,Downregulated
HOPX,-3.355297221680269,2.5544050169831167e-18,Downregulated
BMP5,-3.791600105733835,2.5843021406637097e-18,Downregulated
INCENP,1.6509753016084376,2.5844872708104943e-18,Upregulated
RAB27A,-1.4278433835046798,2.5950517257492816e-18,Downregulated
CEACAM21,-2.8037090943435503,2.599069260145099e-18,Downregulated
AC079210.1,-2.5271840594497736,2.6068937118647212e-18,Downregulated
CELSR2,2.3417690511100684,2.6980846098966747e-18,Upregulated
GPR65,-2.3584444802087985,2.698279243166721e-18,Downregulated
NDE1,1.7001993920624727,2.7026353043116923e-18,Upregulated
TACC1,-2.129608773628481,2.759546202942439e-18,Downregulated
CCDC85A,-3.5273849254104435,2.7743183857614464e-18,Downregulated
HOXD11,5.112788540404235,2.7778620232525454e-18,Upregulated
SLC6A20,-3.698364316598534,2.7857587903640896e-18,Downregulated
ZMYND15,-2.4004669943022767,2.7857587903640896e-18,Downregulated
CFTR,-3.96744223144546,2.8041082247246557e-18,Downregulated
CHRDL1,-4.617498639844212,2.8086263210172932e-18,Downregulated
CPEB3,-1.3274393502188202,2.8357421562836997e-18,Downregulated
CDCA7,3.2915780000878376,2.8432310455441293e-18,Upregulated
BRIX1,1.5235291342698165,2.8527131697953373e-18,Upregulated
PGLYRP3,5.278200458186129,2.8568836169172444e-18,Upregulated
VAMP5,-1.9705867776241772,2.8568836169172444e-18,Downregulated
BRCA1,1.857460816373302,2.8568836169172444e-18,Upregulated
RRAD,-3.5280236086825187,2.9316470880533923e-18,Downregulated
IL1RL1,-4.450595255633977,2.974010692349561e-18,Downregulated
SLC1A7,-2.4213163814227,2.998306988269124e-18,Downregulated
SPRY4,-2.2150966484992765,3.0025670042765552e-18,Downregulated
ARC,-3.4849116283200563,3.006460805922759e-18,Downregulated
RNF125,-1.783175111491265,3.036873071778505e-18,Downregulated
VSIG4,-3.617257100327592,3.0719086369909643e-18,Downregulated
SPP1,4.207253411387095,3.1616355053065473e-18,Upregulated
TMEM132C,-3.5897917940537427,3.1739023143266192e-18,Downregulated
RASGRF1,-5.233778486859685,3.1825646733657786e-18,Downregulated
C1orf198,-1.6101942856879496,3.1825646733657786e-18,Downregulated
AKR1B10,6.513061055017444,3.203462099024197e-18,Upregulated
LAT2,-2.1364712392414944,3.2131320096502306e-18,Downregulated
PKIG,-1.806863509958108,3.222835263583548e-18,Downregulated
CISH,-1.956467964920092,3.2640917309320602e-18,Downregulated
NAA50,1.2535291855397317,3.2640917309320602e-18,Upregulated
RUSC1,1.0070621762898408,3.2812118291008113e-18,Upregulated
HRC,-2.420664773407022,3.311861846819877e-18,Downregulated
MAP3K8,-1.7325506417246714,3.4617668094330437e-18,Downregulated
PPAT,1.910194721189355,3.560106770620673e-18,Upregulated
AL590822.1,-1.6755499446558024,3.58664770507898e-18,Downregulated
LIMD1,-1.703925279724082,3.5930018253619935e-18,Downregulated
FYCO1,-1.4450965153979691,3.6828149832134734e-18,Downregulated
OPA1,1.6268611244572335,3.7389610557110216e-18,Upregulated
SHISA3,-3.559673191961485,3.777556553768232e-18,Downregulated
TBRG4,1.058627314249721,3.777556553768232e-18,Upregulated
MCM6,1.718422529481388,3.833191471407799e-18,Upregulated
GNAI2,-1.2027448013743722,3.9019397303855686e-18,Downregulated
STS,-1.7717773290231378,3.973958726264583e-18,Downregulated
SPARCL1,-2.6047063262655072,3.991365019869553e-18,Downregulated
RSRC1,1.313921720897531,3.993117797162027e-18,Upregulated
CSRP1,-1.3750979570761075,3.993117797162027e-18,Downregulated
C11orf96,-3.0354940968984803,4.076601376799858e-18,Downregulated
YWHAZ,1.0643137837183314,4.100468435923252e-18,Upregulated
TBX2,-2.456659828134652,4.114263279601997e-18,Downregulated
RHOB,-2.0494120381177847,4.1311015290868735e-18,Downregulated
PLIN5,-2.801806585186794,4.1712131317960865e-18,Downregulated
CASKIN2,-1.8064647142702237,4.1712131317960865e-18,Downregulated
A2ML1,5.587784608067119,4.1712131317960865e-18,Upregulated
TRIM59,1.9990315575429456,4.185584275453156e-18,Upregulated
CARD16,-1.807451955293468,4.187825183536973e-18,Downregulated
HOXA10,4.194719085332256,4.1928109676285795e-18,Upregulated
VIPR1,-3.726080608709087,4.270561689415731e-18,Downregulated
SLIT3,-3.173950717683745,4.308975872519195e-18,Downregulated
ALOX5AP,-3.1998057646032265,4.364018302052544e-18,Downregulated
SHOX2,3.6360659265903976,4.364018302052544e-18,Upregulated
SIRPD,-2.923240745380882,4.390436121196364e-18,Downregulated
DAAM2,-2.5031315090520634,4.3962659567281266e-18,Downregulated
BOP1,1.737650687758899,4.423825870662937e-18,Upregulated
PEAK1,-1.952155793803004,4.499680272019871e-18,Downregulated
OVCH1,-4.200879276827692,4.500535486697538e-18,Downregulated
HECW2,-2.0670607605224216,4.615310348209163e-18,Downregulated
E2F8,3.133813911355987,4.665263105234256e-18,Upregulated
SLC7A5,2.930384984172176,4.712629392669133e-18,Upregulated
FAM189A1,-2.782080686213866,4.752699651449518e-18,Downregulated
MS4A14,-2.62605497488712,4.7692971996248625e-18,Downregulated
CADM1,-2.7741255863419187,4.7735733240290825e-18,Downregulated
SMIM6,-3.928255431276212,4.7735733240290825e-18,Downregulated
ITGA9,-2.455920043466865,4.7735733240290825e-18,Downregulated
PLEKHO2,-1.5668622152804057,4.9064992739690194e-18,Downregulated
SH2D1B,-2.647885455234138,4.917705648198971e-18,Downregulated
VIP,-2.514880601371113,5.095761470784187e-18,Downregulated
CSF3R,-3.0317665793317534,5.193548616939466e-18,Downregulated
SLC4A4,-3.4892110889926173,5.240607234111954e-18,Downregulated
SYNPO,-2.1594123114811854,5.324751479009448e-18,Downregulated
PDE8B,-2.0081796381512014,5.363937670211608e-18,Downregulated
DNA2,2.084720760374597,5.4376265727128615e-18,Upregulated
GPR4,-1.994696400628952,5.593971099353957e-18,Downregulated
SPATS2,1.1062744681075678,5.628594688541671e-18,Upregulated
CRBN,-1.1354929888728709,5.6713766577523945e-18,Downregulated
DDO,-2.563160021013509,5.710826688019032e-18,Downregulated
ACAA1,-1.076664827329159,5.729809322317533e-18,Downregulated
GJB6,6.464148771080284,5.76204848409908e-18,Upregulated
C10orf54,-1.976077871069334,5.799085353442778e-18,Downregulated
PCDHA12,-3.6658605000785096,5.809617219259862e-18,Downregulated
HLA-DMA,-2.3623543983926485,5.8596585892974374e-18,Downregulated
FXYD4,-3.619314815411384,5.935172988885989e-18,Downregulated
APBB1,-1.9558749153728077,5.935172988885989e-18,Downregulated
CABP4,-2.377082947645017,5.974936757739658e-18,Downregulated
EPT1,1.6411836819410857,6.1094691225403844e-18,Upregulated
INMT-FAM188B,-3.867094265352276,6.1094691225403844e-18,Downregulated
C15orf41,1.65763526487265,6.1217897465030644e-18,Upregulated
SPI1,-2.460782480731284,6.294731994895287e-18,Downregulated
MEX3A,3.311392936575804,6.299340631912749e-18,Upregulated
SGMS2,-2.4886393782688128,6.314787010313218e-18,Downregulated
TMED6,-2.2021812715666265,6.443412695944022e-18,Downregulated
TUBA1C,1.5460787984629558,6.450955172526368e-18,Upregulated
PPP2R2C,5.054332447785738,6.4739710397449154e-18,Upregulated
LCN6,-4.30770681047003,6.515658240037312e-18,Downregulated
TMEM66,-1.0572555682421925,6.5718808751686656e-18,Downregulated
MAOB,-2.535690095181751,6.573050642847808e-18,Downregulated
SAMHD1,-1.987449359509576,6.5844507586026534e-18,Downregulated
KLF6,-2.0211767546592263,6.741173174342144e-18,Downregulated
WDR75,1.0109747919559222,6.7908443367206815e-18,Upregulated
B4GALT2,1.2092163205714144,6.872894616541446e-18,Upregulated
P2RY12,-2.9747569527646367,6.9153858103114105e-18,Downregulated
FCRL6,-2.7421555188505504,7.055634924967881e-18,Downregulated
CELF2,-2.6752920061761927,7.15071240626985e-18,Downregulated
METTL8,1.440000489419396,7.204799949411509e-18,Upregulated
AZU1,-2.9744410228587315,7.210847991970066e-18,Downregulated
PUS7,1.5476439686160193,7.497962438049347e-18,Upregulated
AHCY,1.2776470179761468,7.497962438049347e-18,Upregulated
EXOSC5,1.3964705383389635,7.562321000289041e-18,Upregulated
DCSTAMP,-3.134928521787497,7.84892831834808e-18,Downregulated
PGC,-7.230549992067428,7.882245412132569e-18,Downregulated
TMEM204,-2.227451652018889,7.882245412132569e-18,Downregulated
DISP1,-2.284927099139736,7.93008143520917e-18,Downregulated
ACOX2,-2.5037258310845543,7.943113965684575e-18,Downregulated
NPM3,1.8972536851352828,7.96877816668306e-18,Upregulated
CTB-133G6.1,-2.917182810317306,7.997226479320413e-18,Downregulated
STARD9,-2.618429901138517,8.027463952143396e-18,Downregulated
REN,-2.631476183096198,8.234294184865084e-18,Downregulated
EPN3,3.618601695047564,8.260191875638298e-18,Upregulated
C2,-2.525097260264081,8.288823517290335e-18,Downregulated
PNMA2,-2.769579636729996,8.46786635342111e-18,Downregulated
CLIC2,-2.473523137186727,8.551345058018559e-18,Downregulated
STEAP4,-4.1223359071293295,8.5933842584146e-18,Downregulated
GPSM2,1.4223526602341172,8.680165091387825e-18,Upregulated
AC020907.1,3.7501291424082464,8.790922132510921e-18,Upregulated
C17orf72,-2.789953384062544,8.906147958026522e-18,Downregulated
CA1,-2.8783230916806484,8.991270712100402e-18,Downregulated
APOBR,-2.540964352459751,9.068783905007162e-18,Downregulated
CEACAM4,-2.4487942838629664,9.281987185837974e-18,Downregulated
RAPGEF5,-1.6921557756685726,9.281987185837974e-18,Downregulated
RCSD1,-2.249019646102945,9.413464302936204e-18,Downregulated
TK2,-1.1721538711535882,9.459444090387149e-18,Downregulated
PMP22,-1.8578429827533416,9.471546923995693e-18,Downregulated
FANCG,1.5737304839107311,9.489156279375264e-18,Upregulated
TMEM139,-4.3620270205752805,9.509468134601808e-18,Downregulated
SLC25A20,-1.4392110232010742,1.0104615738953253e-17,Downregulated
ZFP36,-2.530588365205295,1.015447268469326e-17,Downregulated
APOA1,-2.652146694490666,1.0202650658763726e-17,Downregulated
TMEM236,-2.3451721064472437,1.035082622562953e-17,Downregulated
ACSS3,-2.654896122797031,1.0354096410581666e-17,Downregulated
SVEP1,-2.5792123810301986,1.039479828570712e-17,Downregulated
CEP72,1.5556902866027,1.053092203023941e-17,Upregulated
CLIC3,-3.2382220119800724,1.0542019409859182e-17,Downregulated
FXR1,1.2511766858891598,1.0773873698089465e-17,Upregulated
ZNF385B,-4.440055460735872,1.0900059902835736e-17,Downregulated
EPHB3,2.234511165403169,1.1502379073170893e-17,Upregulated
PTHLH,4.893509377103554,1.1567250140623534e-17,Upregulated
FBXO32,2.1813654622140053,1.1681751002248845e-17,Upregulated
PHYHD1,-2.581174621100925,1.1681751002248845e-17,Downregulated
XPOT,1.3115673269569097,1.1910549847561676e-17,Upregulated
PKM,1.1878432314222105,1.1978983925677129e-17,Upregulated
MID1IP1,-1.5031344481820934,1.2010382011436825e-17,Downregulated
SNRPE,1.1305886508480398,1.201346612325534e-17,Upregulated
TXNIP,-2.168627241532281,1.2029227176864761e-17,Downregulated
FANCE,1.6368751781942024,1.2042836235041388e-17,Upregulated
LGALS4,-2.558679117611638,1.2140161653289766e-17,Downregulated
S100A4,-2.348823389172626,1.21881008240033e-17,Downregulated
NME5,-3.303455342415819,1.2245211518617897e-17,Downregulated
MYL9,-2.157647204282487,1.2481201564462543e-17,Downregulated
PAK1,1.5274519246066447,1.287340132917326e-17,Upregulated
DSC2,2.3348996636981374,1.3017162894254197e-17,Upregulated
CLEC4E,-2.40508429750168,1.3198343556792586e-17,Downregulated
MTFR2,2.158447037330217,1.3200004181892833e-17,Upregulated
CATSPER1,-2.2758340423904784,1.3238976888058309e-17,Downregulated
TRAF7,1.0041169052430856,1.3435670594046886e-17,Upregulated
HSPB2,-2.3745084884935714,1.3798619151040133e-17,Downregulated
TXNDC11,-1.071959798421318,1.3856883146291042e-17,Downregulated
STAC,-3.5293171169552897,1.3875106146622877e-17,Downregulated
MYOZ1,-3.4243528790950686,1.4082809999630174e-17,Downregulated
TMEM171,2.926600662786713,1.4212915102096048e-17,Upregulated
HEATR1,1.139211800623639,1.4239920203640178e-17,Upregulated
CDK4,1.265490530942179,1.4267647865416688e-17,Upregulated
GAL,4.342887066818812,1.4313811835588804e-17,Upregulated
GADD45B,-2.7080392556730164,1.4324462485331053e-17,Downregulated
DARS2,1.2076528090789609,1.4327699572975126e-17,Upregulated
SCGB3A1,-5.876506923130958,1.4344323058409635e-17,Downregulated
COL6A6,-3.902157435800297,1.444187135340869e-17,Downregulated
IRF6,2.360587188917643,1.444187135340869e-17,Upregulated
MGME1,1.3243081609290348,1.4454021762615584e-17,Upregulated
CELA2B,-3.3089417092599294,1.4539787303399545e-17,Downregulated
EIF4G1,1.018234987633491,1.455417483412185e-17,Upregulated
FGF18,-2.913663104994702,1.455417483412185e-17,Downregulated
RASSF1,-1.298823162669887,1.4581423579535778e-17,Downregulated
TCTEX1D1,-3.0177672641685303,1.4714372744630806e-17,Downregulated
PPAP2B,-1.6623525230207203,1.485658296276626e-17,Downregulated
ANGPTL5,-2.771915555995565,1.4995646565408538e-17,Downregulated
MCM5,1.4419628233449568,1.5321359539882058e-17,Upregulated
DENND3,-2.490781958881021,1.5607445528901233e-17,Downregulated
ANKRD44,-1.903152617029268,1.570389444097099e-17,Downregulated
GPRIN1,2.4387823955647834,1.57925623004796e-17,Upregulated
MITF,-2.126442877305699,1.614579419447573e-17,Downregulated
SELPLG,-2.544502806233508,1.6204569905454916e-17,Downregulated
TDP1,1.2105874383343591,1.64108836371718e-17,Upregulated
C12orf56,4.688789171642711,1.6608325981340652e-17,Upregulated
CARD14,2.8517579330346083,1.7078145025821688e-17,Upregulated
COL4A4,-3.526163157593042,1.7211357296452426e-17,Downregulated
LEPROT,-1.047842429676031,1.7211357296452426e-17,Downregulated
CRYM,-3.773952749188287,1.7278267645068773e-17,Downregulated
KCTD1,2.378038199363764,1.7388333690075678e-17,Upregulated
LAMP3,-3.3964758345730246,1.7494093354287606e-17,Downregulated
ALG1L,3.824871463330268,1.7556276122279864e-17,Upregulated
RASGEF1B,-1.999397675942645,1.7752808974351932e-17,Downregulated
ZMYND19,1.175686729559544,1.7752808974351932e-17,Upregulated
SASS6,1.4792351165444444,1.7768433725987766e-17,Upregulated
KRT5,6.387647889674871,1.7795216499788198e-17,Upregulated
CABLES1,-2.0966753943712373,1.7985022664267258e-17,Downregulated
ANG,-2.080402990168154,1.7985022664267258e-17,Downregulated
UGT2B4,-2.9669788353480104,1.8064068562467997e-17,Downregulated
PYCR1,2.5648992228176635,1.874198566117991e-17,Upregulated
TSKU,1.8111761131962787,1.874274413312548e-17,Upregulated
TFR2,2.3636681487638627,1.884541524384457e-17,Upregulated
CCNE2,2.2058998279579143,1.8900414972577745e-17,Upregulated
FIG4,-1.15608203473918,1.8906170130638202e-17,Downregulated
CA3,-3.7619160059722265,1.8928111369642128e-17,Downregulated
C10orf95,-2.6129543756571816,1.9356721881857574e-17,Downregulated
ZCWPW2,-1.4466164300892048,1.9386479240534944e-17,Downregulated
LRRFIP1,-1.444705609009043,1.9396682743953076e-17,Downregulated
ACOT1,-1.956851815679164,1.94828461161682e-17,Downregulated
ABCA3,-4.666277397468465,1.9652156731496226e-17,Downregulated
TBX5,-2.2864596479118333,1.9652156731496226e-17,Downregulated
SLC18A2,-1.3990232334456714,2.0017918465714056e-17,Downregulated
FAM174B,-2.024121957679476,2.0494455038390628e-17,Downregulated
TOPBP1,1.5133358709124003,2.05466328432006e-17,Upregulated
DENND2A,-2.6949112905356696,2.0588151830353402e-17,Downregulated
MVB12B,-2.196082602495566,2.0615368675071688e-17,Downregulated
AKR1B15,4.806870952646175,2.06290842582064e-17,Upregulated
ITGB4,2.59803941975799,2.069385820224895e-17,Upregulated
FGD3,-1.6415684274221007,2.128253430974536e-17,Downregulated
ITM2A,-2.868424771165974,2.1447027448496108e-17,Downregulated
ST6GALNAC5,-2.6133786678801902,2.1782526573648624e-17,Downregulated
CPAMD8,-3.4456943003852043,2.209905390993935e-17,Downregulated
KIF20B,1.5319819685598457,2.2655237125880613e-17,Upregulated
CCDC13,-2.274892002305295,2.276920629152095e-17,Downregulated
PAPSS2,-2.5925558373430637,2.2822142387146058e-17,Downregulated
