gene,log2FC,p_adj,category
CCDC169,1.7674276056659963,1.4409532221990669e-08,Upregulated
DMRT3,2.549861390815391,1.4437420527771705e-08,Upregulated
STEAP1B,2.079047800029863,1.4564708118854429e-08,Upregulated
C4orf22,-2.936707626285717,1.4601465948037947e-08,Downregulated
CPA4,2.630733666365644,1.4610968321381953e-08,Upregulated
GAP43,2.412643190844268,1.4740428271543393e-08,Upregulated
EML6,1.230192427140122,1.496491933207511e-08,Upregulated
RNF43,1.0148923382598616,1.499263927484459e-08,Upregulated
EMILIN2,-1.0966641742820205,1.5412819165770293e-08,Downregulated
DKFZP779J2370,-1.757709979476732,1.5651681294608072e-08,Downregulated
ZNF620,-1.0993974208805168,1.5700566778404647e-08,Downregulated
RP11-793H13.10,-1.059806692809337,1.580120299752146e-08,Downregulated
LRRC4C,-1.4328821693152791,1.5813509897833044e-08,Downregulated
SORCS2,-1.8055826820097776,1.594690120458645e-08,Downregulated
FHDC1,-1.2507980722446606,1.607427593643065e-08,Downregulated
NPAS2,1.2754794747126263,1.6258620999407132e-08,Upregulated
WFDC6,-2.7099029090006894,1.6258620999407132e-08,Downregulated
PVRL3,-1.4780528803533608,1.6258620999407132e-08,Downregulated
SOHLH1,3.1365922985133485,1.6396936536388763e-08,Upregulated
MARCKSL1,1.305098174297207,1.6513648157927296e-08,Upregulated
C20orf26,-2.0503641434305853,1.6513648157927296e-08,Downregulated
GPR171,-1.9171966468915809,1.67612109325137e-08,Downregulated
TTC34,-1.2251805138838896,1.6768557630508427e-08,Downregulated
ABCC8,-2.461890717108772,1.6888327203249077e-08,Downregulated
SERPINB12,2.800878799579196,1.7091175436576762e-08,Upregulated
MSMO1,-1.0272540100974066,1.7135031118569688e-08,Downregulated
ANO3,-1.3499672384907466,1.7201488893004433e-08,Downregulated
PPP1R3G,1.335878221393151,1.7234975427883773e-08,Upregulated
PCDHB7,-1.1562288354123431,1.7291483788934128e-08,Downregulated
COL14A1,-1.7656822001497223,1.7465932170853977e-08,Downregulated
TGFB2,-1.712395926205576,1.762468237209245e-08,Downregulated
HS3ST2,-1.9186301690467664,1.7740027510329093e-08,Downregulated
LGALS9,-1.1860787995690265,1.7856268002778954e-08,Downregulated
C2CD4B,-2.166725503059656,1.806340598850086e-08,Downregulated
PTGDR,-1.3699613929437566,1.8177052886950233e-08,Downregulated
IL2RG,-1.3992162952877756,1.8370478211441435e-08,Downregulated
IKBKE,1.0503878658965524,1.8635684242980123e-08,Upregulated
XAGE2B,-3.074382864755337,1.931300392175792e-08,Downregulated
RCAN1,-1.2409759887500833,1.9380308822846025e-08,Downregulated
DPYS,-1.9051494884757532,1.9557724789745472e-08,Downregulated
CCDC33,-2.818987586469685,2.0054659991008137e-08,Downregulated
MS4A3,-1.6346571671911143,2.0380242810578518e-08,Downregulated
ADAMTS10,-1.2696046106693242,2.0384398985975504e-08,Downregulated
CDSN,2.9817633767116503,2.0611744179510105e-08,Upregulated
SLC1A2,-1.1804113607529936,2.1055123787448532e-08,Downregulated
ANKRD55,-1.4402635987534842,2.1220057334895373e-08,Downregulated
DDX43,-1.8224986665717144,2.129365904366232e-08,Downregulated
DNAH10OS,-1.1376715662829726,2.1496439135639168e-08,Downregulated
DMC1,1.6440261036728172,2.1644423235170132e-08,Upregulated
FETUB,3.339034068740736,2.1957747335956672e-08,Upregulated
TMEM108,-1.7395532501454962,2.1968322518669682e-08,Downregulated
ENKUR,-2.483118935267484,2.2121579450488755e-08,Downregulated
MYO1A,-1.333759893029221,2.250445678734631e-08,Downregulated
EFCAB10,-2.072469576456024,2.287288240125553e-08,Downregulated
C10orf55,1.2725449952353447,2.290811247633018e-08,Upregulated
IGSF1,1.710380723139977,2.295477047718703e-08,Upregulated
S1PR2,-1.0074569116304088,2.303891325150134e-08,Downregulated
DUOXA1,-1.819610774582644,2.319823032164125e-08,Downregulated
RIPK4,1.001767629374827,2.3213456151261053e-08,Upregulated
CLDN2,-1.9800850197286888,2.3246368695677265e-08,Downregulated
PCDHA13,-1.5148160894091187,2.325636383348513e-08,Downregulated
C1orf95,-1.3010616566229265,2.3582598182087213e-08,Downregulated
OVGP1,-1.0567318111941724,2.3591225854603825e-08,Downregulated
ZNF471,-1.289670138832955,2.37874252094452e-08,Downregulated
GDF15,-1.895872201111924,2.446678376746409e-08,Downregulated
TMEM229B,-1.1766671762741874,2.4664524225977792e-08,Downregulated
IGSF3,1.173526872115195,2.4889295644975087e-08,Upregulated
KIF21B,-1.19646926807596,2.4926383982080943e-08,Downregulated
SEC14L2,1.0872451722411585,2.4975635417992106e-08,Upregulated
C1orf101,-1.0106564988989124,2.502324358269508e-08,Downregulated
HLTF,1.0990207152980735,2.5160595941801143e-08,Upregulated
CLEC7A,-1.268631110465389,2.5227619731649332e-08,Downregulated
CHGB,2.0187400503971533,2.5415225496516928e-08,Upregulated
PDLIM4,1.3825457352049106,2.5502050082952952e-08,Upregulated
TMIE,-1.264473319956148,2.5528217134209424e-08,Downregulated
HIST1H1E,1.7802471499746877,2.5749613469062254e-08,Upregulated
SNAI1,-1.1380446085429776,2.57940263367476e-08,Downregulated
SNX31,2.527294297699423,2.5811894316860125e-08,Upregulated
RIC3,-1.846138233135055,2.62171743087422e-08,Downregulated
TMEM71,-1.1992422814221682,2.6337878052538497e-08,Downregulated
C1orf141,-2.218661464423868,2.6403385125546018e-08,Downregulated
PCDH19,2.580068564852807,2.6450153189559903e-08,Upregulated
PTGES,1.8009780628403125,2.6786952587506315e-08,Upregulated
ETS2,-1.026863083074561,2.678744587801489e-08,Downregulated
SPRR2F,3.514458072832141,2.683972237504301e-08,Upregulated
AC005003.1,1.040780098224733,2.68987983023402e-08,Upregulated
KIF26A,-1.4013937410181727,2.77956001149335e-08,Downregulated
STRIP2,1.090515208238962,2.8456203348901314e-08,Upregulated
ZNF750,1.9880403252112044,2.8599314195211952e-08,Upregulated
IL17RB,-1.376487625030113,2.9339290877853282e-08,Downregulated
BARD1,1.0494041417044144,2.9350526490368834e-08,Upregulated
ACRBP,-1.2543181344154508,2.9433797459972916e-08,Downregulated
CCDC178,-2.329256721986629,3.0207072380308585e-08,Downregulated
ZNF474,-1.952251066905322,3.055909623763478e-08,Downregulated
AC008443.1,2.476381629613104,3.063114324968476e-08,Upregulated
TSPAN18,-1.3717793261354494,3.074411865451144e-08,Downregulated
ENTPD2,1.6676710093969538,3.0755047252879924e-08,Upregulated
CYTL1,-1.7323763605875344,3.0794515437945666e-08,Downregulated
ARRDC5,-1.0434770628914154,3.1013269872465215e-08,Downregulated
KLHL4,-1.653903596605895,3.129141081928497e-08,Downregulated
PTGER1,-1.5340707284352262,3.1346293436818913e-08,Downregulated
BAI2,1.6137180593906546,3.140159159150473e-08,Upregulated
HIST1H4J,1.2249119942383755,3.14088285736995e-08,Upregulated
C7orf63,-1.0778510327746096,3.1425918702552764e-08,Downregulated
GUCY1A3,-1.0896045312052005,3.1532977148784214e-08,Downregulated
CORO1A,-1.2301951616385285,3.2005659256430784e-08,Downregulated
PDE4B,-1.4231528218494338,3.2078916823808236e-08,Downregulated
FCAR,-1.876796227338068,3.2152616686633885e-08,Downregulated
ALDOC,1.040785266181384,3.2528315324642645e-08,Upregulated
CDHR1,2.066321226617933,3.2531667920351384e-08,Upregulated
PSAPL1,-1.4712584868373255,3.302751566301362e-08,Downregulated
PI15,1.98351548315308,3.3027860068764886e-08,Upregulated
C2orf74,-1.2694089195005995,3.3389388341645015e-08,Downregulated
TSPAN19,-3.2707459089872115,3.3486608525601925e-08,Downregulated
HELT,-2.069952645712058,3.420045382069636e-08,Downregulated
TSNAXIP1,-1.660222835802628,3.425628061713092e-08,Downregulated
YPEL1,-1.480297967834857,3.441462673098682e-08,Downregulated
RIMS4,-1.7966775018054504,3.456025833234022e-08,Downregulated
CD274,-1.3207882940223694,3.464367919500228e-08,Downregulated
TMEM145,1.501678856374638,3.498590752766096e-08,Upregulated
RTN4RL1,-1.5183895088355648,3.57877862708616e-08,Downregulated
STAP1,-1.5067782631259368,3.59460709263334e-08,Downregulated
OTOA,-1.3290248305564196,3.6360285866132194e-08,Downregulated
NPW,2.1063198052036696,3.683391082661132e-08,Upregulated
TBX18,2.4314341397242663,3.7012243430667565e-08,Upregulated
RASEF,-1.4070471566643272,3.7358657896426e-08,Downregulated
ZNF454,-1.1446289334046478,3.7520537432636296e-08,Downregulated
ELF5,-2.432286245023186,3.7572765237353286e-08,Downregulated
CD109,1.2503943528836334,3.7612573641236976e-08,Upregulated
ZNF273,1.024904239040889,3.7701717701183166e-08,Upregulated
PRKG2,-1.59339185511861,3.784223802927953e-08,Downregulated
C7orf57,-2.2352295914248828,3.790947494289403e-08,Downregulated
AC104667.3,-1.479461763285744,3.830983884200127e-08,Downregulated
NFIB,-1.1374502942735454,3.8514090124412165e-08,Downregulated
XAF1,-1.0639205517543235,3.899575920332247e-08,Downregulated
FAM198A,-1.370851532188082,3.9077939720799334e-08,Downregulated
ABCD2,-1.1935165388542637,3.9881740434040384e-08,Downregulated
ZBTB12,1.0311614331436525,4.01816970929085e-08,Upregulated
WFDC5,2.9055631839331744,4.0322290154096954e-08,Upregulated
S100Z,-1.19659204526302,4.054058929587741e-08,Downregulated
BDNF,-1.98770207294746,4.1027260088926175e-08,Downregulated
CAPN13,-2.052214280014171,4.1195737104328095e-08,Downregulated
CLEC2L,2.601266796327367,4.1267016463974896e-08,Upregulated
AKAP6,-1.2709890851599497,4.141317461853036e-08,Downregulated
CCL24,-2.4111888331843216,4.1590667405856487e-08,Downregulated
VPS37D,1.165349889993606,4.194109967887575e-08,Upregulated
MAGEA6,3.687965957035504,4.231684220565896e-08,Upregulated
LHX9,-1.9968423386935044,4.2695313032053576e-08,Downregulated
FZD9,1.4213112741310607,4.3856115424804215e-08,Upregulated
ARSE,-1.751128727485515,4.4589071464439305e-08,Downregulated
RP11-368I7.4,-1.8230508686043985,4.540562102670758e-08,Downregulated
ULBP2,1.4967013635024546,4.635832641723759e-08,Upregulated
FKBP10,1.2990202119953178,4.66869650961875e-08,Upregulated
CACHD1,-1.0800144650657444,4.6986332912544786e-08,Downregulated
ASB4,-1.5564274096438009,4.715641913899256e-08,Downregulated
STC2,1.2843293287823734,4.7168614987968324e-08,Upregulated
KIT,-1.9523400890359504,4.7186239985328926e-08,Downregulated
ADCY8,-2.2604556591310585,4.7426234151975226e-08,Downregulated
CTB-58E17.5,1.2855065923432627,4.7683118469189604e-08,Upregulated
HPD,-2.0232429955467786,4.780038957033962e-08,Downregulated
CYP21A2,-1.3394160051609867,4.781951272339487e-08,Downregulated
C17orf99,2.161717441303278,4.8434596315723584e-08,Upregulated
OLIG1,-1.9137776666784,4.9042299104903855e-08,Downregulated
PATL2,-1.2438674121125377,4.9882330494844816e-08,Downregulated
CALB1,2.8574994022180475,5.044231920267204e-08,Upregulated
HOXA2,-1.2200604483680402,5.0483797363057256e-08,Downregulated
MGAM,-1.6917122990101143,5.075976959491608e-08,Downregulated
RPL22L1,1.240391177176523,5.17178359414334e-08,Upregulated
CRABP1,3.188532528408963,5.184887947979896e-08,Upregulated
ZNF521,-1.3563256623216242,5.184887947979896e-08,Downregulated
RP11-514P8.7,-1.3621343185207344,5.244152367609802e-08,Downregulated
TBX6,1.056661275516258,5.2705635501249946e-08,Upregulated
KIF7,1.0574686421227968,5.2723834590717286e-08,Upregulated
ITGA4,-1.1135302862598886,5.27862301569905e-08,Downregulated
IFLTD1,-2.3299456755487515,5.310886344396637e-08,Downregulated
TRAPPC3L,-1.2371136236234246,5.3454769751169974e-08,Downregulated
RHOF,-1.2109747472459436,5.395930747734101e-08,Downregulated
RUNDC3B,-1.6533116089617672,5.461159187549706e-08,Downregulated
DIO1,-1.5840555275568795,5.4812390040535086e-08,Downregulated
ZNF541,-1.325010766431086,5.6145656140463277e-08,Downregulated
NEB,1.379015396351396,5.737910734548021e-08,Upregulated
WNT9A,-1.4763704231985626,5.742736249743397e-08,Downregulated
SCAMP5,1.140184780336006,5.7493100902605994e-08,Upregulated
PPAPDC3,-1.0898207491449965,5.758937804911136e-08,Downregulated
LSP1,-1.1858829373950537,5.76406503322761e-08,Downregulated
KCNMB2,-1.4136931149565202,5.7709978771803966e-08,Downregulated
SLC13A5,2.110344593489684,5.7743743246906165e-08,Upregulated
SOX9,1.6023519287600525,5.8711518042351345e-08,Upregulated
AQP3,-2.0276481006942024,5.8808151728434185e-08,Downregulated
SOHLH2,1.5333781962350084,5.9200669138122836e-08,Upregulated
SRCRB4D,1.039009804638395,5.9246753218617065e-08,Upregulated
SLC16A8,1.390025451323,5.925680802573926e-08,Upregulated
DNM1,1.2045273460093453,5.96323041287823e-08,Upregulated
REEP1,-1.696720137417925,6.005769282836266e-08,Downregulated
TNFSF11,1.73213767843518,6.044665166754336e-08,Upregulated
ZNF804A,-1.2281506280280108,6.053108198563172e-08,Downregulated
RP11-122A3.2,-1.4372108357161597,6.054167656819735e-08,Downregulated
SOSTDC1,-2.6461472462624105,6.103402688976505e-08,Downregulated
IGJ,-2.0745140768328127,6.104701920062733e-08,Downregulated
SPRR2B,3.401257404546625,6.22645820058286e-08,Upregulated
CRB1,-1.329452061991528,6.307157903074812e-08,Downregulated
MCIDAS,1.757883472381923,6.323126564830025e-08,Upregulated
HIST2H2AA3,1.0733433010151971,6.381607089485899e-08,Upregulated
CYSLTR2,-1.1547675909756363,6.483790138534259e-08,Downregulated
G0S2,-1.7258836133278557,6.534875370947219e-08,Downregulated
DNAH14,1.2570395950772475,6.539713827137723e-08,Upregulated
DRC1,-2.758401061875372,6.639662087176511e-08,Downregulated
SEMA6A,-1.6068475158919169,6.657138968331674e-08,Downregulated
LILRA4,-1.5833353284756884,6.668692089737592e-08,Downregulated
AMY1A,-1.8418487259454952,6.679325903895762e-08,Downregulated
NAP1L5,-1.1988284029100456,6.776448916335758e-08,Downregulated
RGS9BP,-1.2443940956287791,6.813628126853194e-08,Downregulated
PDZD4,-1.436695787874493,6.866820812199171e-08,Downregulated
C5orf38,-1.693548580071773,6.876133475693405e-08,Downregulated
SYT7,1.3917503416909067,6.879295521115864e-08,Upregulated
ZNF626,-1.3396419876657202,6.889965806864056e-08,Downregulated
AIM2,1.5973052728973212,6.933894721380847e-08,Upregulated
CEBPE,-1.3079290208097,6.957527261022864e-08,Downregulated
FAM83E,-1.4276536785406382,7.106219301479596e-08,Downregulated
KCTD19,-1.3510878174752206,7.13753468171285e-08,Downregulated
CLIC6,-1.886115641882328,7.184802635539779e-08,Downregulated
AP000295.9,-1.342196251349061,7.21093284288381e-08,Downregulated
MCF2L2,1.3660392110068438,7.326839173265746e-08,Upregulated
AL953854.2,-1.35848987971994,7.37086730695855e-08,Downregulated
MCAM,-1.099607608490059,7.37684992750827e-08,Downregulated
CBR3,1.36312607521326,7.397459287117504e-08,Upregulated
PCDH10,-1.532207216777592,7.432180412977712e-08,Downregulated
PRICKLE1,-1.2258976674503297,7.482447751608475e-08,Downregulated
ARID5A,-1.134902226004444,7.486497533257771e-08,Downregulated
MYO15A,-1.0490651224145502,7.512501930232964e-08,Downregulated
ADAD2,1.7462250410034637,7.51766756818031e-08,Upregulated
EPPIN,-2.0637789947296565,7.577718683059265e-08,Downregulated
BASP1,1.365883983414653,7.597681359126358e-08,Upregulated
CX3CL1,-1.310392083310095,7.680456917846115e-08,Downregulated
CCL18,-1.8966643321164456,7.738323866582429e-08,Downregulated
HOXD1,-1.5486026918177034,7.769220905918241e-08,Downregulated
FAAH,-1.2019410903440295,7.778232112016868e-08,Downregulated
RUNDC3A,1.6025809215599305,7.793271259004895e-08,Upregulated
FAM101A,1.6042090613727966,7.890789690997897e-08,Upregulated
CTD-2547L24.3,-1.1792049964615572,7.89513863925017e-08,Downregulated
HEPH,-1.0537262055888703,7.94419709546152e-08,Downregulated
TENM2,2.780296220363326,7.956628607233954e-08,Upregulated
KIF24,1.3081987611040802,8.002256362057852e-08,Upregulated
CYP24A1,2.842146103455512,8.037911695472248e-08,Upregulated
AC026703.1,-1.695669807796957,8.113672707472536e-08,Downregulated
THRB,-1.04882047384981,8.171761610645252e-08,Downregulated
FBN3,-2.125322877846864,8.20569958117145e-08,Downregulated
GLYATL2,2.621053831743853,8.247386075676758e-08,Upregulated
LDLRAD3,1.0711833153213064,8.252154542125923e-08,Upregulated
TMEM231,-1.2572480136657198,8.462434226941769e-08,Downregulated
KRTDAP,3.535498656704078,8.462434226941769e-08,Upregulated
P2RY8,-1.3341226524477,8.56473019699863e-08,Downregulated
TRIM55,-1.3055170814440755,8.904468273224238e-08,Downregulated
SLC6A1,-1.113487123077499,8.950845606836875e-08,Downregulated
RP11-796G6.2,-1.1367248752192038,9.050532894906402e-08,Downregulated
HSD17B14,-1.1290164144194916,9.114863218850899e-08,Downregulated
KRT81,1.7654030021249594,9.162803327503684e-08,Upregulated
ISL2,1.4971784814954732,9.180859599681405e-08,Upregulated
CORO7-PAM16,-1.1638028439990873,9.2264782542439e-08,Downregulated
GSTA2,-3.328336586045869,9.307240483518025e-08,Downregulated
MEGF11,-2.073894022998633,9.440716673716013e-08,Downregulated
CDH10,-1.4294500477776697,9.601144345133865e-08,Downregulated
NBEA,-1.3047081185562028,9.667123015532929e-08,Downregulated
HCN2,1.1908161207487784,9.673985554238617e-08,Upregulated
TRIB3,1.1386259335155575,9.78229295773408e-08,Upregulated
TNFRSF10D,-1.6427236450855691,9.906343101155397e-08,Downregulated
NKG2-E,-1.6741160582949313,9.915166350480488e-08,Downregulated
NRTN,1.1662843634404867,9.915166350480488e-08,Upregulated
HIVEP3,-1.0133286999605433,1.0111325214907442e-07,Downregulated
PRSS27,1.52884168785428,1.0178944584361093e-07,Upregulated
KCND2,1.335040026096442,1.0323555427112363e-07,Upregulated
PCDHA11,-1.5002701792875128,1.0470429263740177e-07,Downregulated
GKAP1,-1.0068677129555257,1.0470429263740177e-07,Downregulated
TBC1D26,-1.7232806421635742,1.0474902932582617e-07,Downregulated
IL17D,-1.1335395710804796,1.0573002247779093e-07,Downregulated
DYDC1,-2.0749866826706045,1.065386307010663e-07,Downregulated
FAM187A,-1.1703039430049371,1.0725909339653597e-07,Downregulated
AIM1L,1.7449223747978966,1.075772175515393e-07,Upregulated
NFE2L3,1.0103936254112282,1.0855883796798265e-07,Upregulated
VTCN1,2.737492452037181,1.0982416494204847e-07,Upregulated
CLDN3,-2.143346988770106,1.1070954929173848e-07,Downregulated
KLRC4,-1.6470510617337313,1.1096651317692036e-07,Downregulated
FGFBP1,2.3135296998882806,1.1105791524008202e-07,Upregulated
DMTN,-1.1152873658928415,1.1252202432145436e-07,Downregulated
PEG10,-1.8810106333215064,1.1263127573828817e-07,Downregulated
PROC,1.21048859989699,1.1321753517769045e-07,Upregulated
MGARP,-1.4037713239123546,1.1354267162737599e-07,Downregulated
FRMPD2,-2.044767849877444,1.1388055896304869e-07,Downregulated
PDE1A,-1.280233244116225,1.1514432255417201e-07,Downregulated
IGFN1,-1.6772989393942832,1.158049098901303e-07,Downregulated
CCDC151,-1.874948877730862,1.171534548969225e-07,Downregulated
IL22RA2,1.7164442266790372,1.176769434146325e-07,Upregulated
MESP2,1.7300042347944702,1.1856727247281109e-07,Upregulated
TTLL7,-1.4036928506994195,1.2287352402725756e-07,Downregulated
UPK1B,3.877768200290913,1.2322623280026576e-07,Upregulated
AKAP14,-2.851570297220072,1.2462343436842548e-07,Downregulated
WDR76,1.0994342516070263,1.2598294012165706e-07,Upregulated
GDF5,-1.7480358366477495,1.2598294012165706e-07,Downregulated
DYRK3,-1.1103836381148202,1.2635035369641548e-07,Downregulated
CD1B,-1.5245219304146542,1.269628305695115e-07,Downregulated
CARD17,1.926594796369577,1.2881857930379765e-07,Upregulated
APLNR,-1.6565217687860896,1.2924781965882498e-07,Downregulated
AMTN,3.478674529483599,1.2971387660326858e-07,Upregulated
SESN3,1.0837213324709651,1.3024391154385826e-07,Upregulated
FMO3,-1.5897994987665856,1.307918749256658e-07,Downregulated
PTX3,-2.031918154215938,1.32949087283476e-07,Downregulated
AL009178.1,-1.4089020936753118,1.329604750140294e-07,Downregulated
PLA2G2A,-3.082187710084834,1.3506830131523806e-07,Downregulated
EPHX2,-1.039419928868356,1.36004423361024e-07,Downregulated
VSIG10,-1.0213700118783944,1.3723266097001533e-07,Downregulated
EDA,-1.124325233250537,1.380023110854979e-07,Downregulated
GOLGA8N,-1.1529871827900386,1.380179483535951e-07,Downregulated
RNF112,-1.1230296606059549,1.392995779076474e-07,Downregulated
PCDHGA10,-1.337020904653258,1.4168446201245564e-07,Downregulated
ZNF415,-1.185483761642673,1.425959521503858e-07,Downregulated
RSAD2,-1.3382181056875329,1.4304238802720193e-07,Downregulated
SLC9A2,2.027034483494118,1.465745995594875e-07,Upregulated
SERPINB2,2.692216544347759,1.4753455869525752e-07,Upregulated
TNC,1.6435283870562518,1.484306220702067e-07,Upregulated
UBE2QL1,1.8852447280653557,1.496026133894598e-07,Upregulated
HILPDA,1.3070572967130278,1.5027075267101178e-07,Upregulated
CCR4,-1.453423242422054,1.5215891873664518e-07,Downregulated
SLC24A3,-1.2182416538702645,1.524608605469315e-07,Downregulated
MLIP,2.0259298355721023,1.5448645799944198e-07,Upregulated
CES1,-2.3760750773282826,1.5530576076635817e-07,Downregulated
FP15737,-1.1676691287323786,1.5548606466865772e-07,Downregulated
C4orf19,-1.7204478726314223,1.556316491150204e-07,Downregulated
SPRED3,1.4997593944823144,1.5744617898774733e-07,Upregulated
C8orf48,-1.0714974359424652,1.586761214886736e-07,Downregulated
ZNF724P,1.3790942017366432,1.595975175241443e-07,Upregulated
FAT3,-1.630962862824363,1.6135238630287738e-07,Downregulated
CSAG1,2.8222667967318857,1.616511586396858e-07,Upregulated
FAM211A,-1.3778014992423486,1.6336663864996766e-07,Downregulated
FKSG61,2.3148489047072003,1.634841683635385e-07,Upregulated
JUNB,-1.2113723413849868,1.6547839995842925e-07,Downregulated
MAGEA2,2.7743919872410885,1.674306836640755e-07,Upregulated
FSCN2,-1.0085181967113166,1.7179346335681538e-07,Downregulated
ATP1B3,1.0317646170180446,1.7253453970448146e-07,Upregulated
CYP4Z1,-1.820356200306924,1.739425276318062e-07,Downregulated
ZAP70,-1.3976323506234485,1.7428770011748797e-07,Downregulated
BCO2,-1.3434843827445189,1.7599970338985625e-07,Downregulated
ANKRD45,-1.651302954018933,1.7753185423336767e-07,Downregulated
SIGLEC8,-1.5963975282064795,1.7805945381723125e-07,Downregulated
CCR5,-1.3257215841811458,1.7953122337621681e-07,Downregulated
TMC1,1.439317866765263,1.8108309572793425e-07,Upregulated
TMEM151B,1.3909654755995446,1.8148341848390745e-07,Upregulated
HP,-3.259210887819587,1.822752629906398e-07,Downregulated
XPNPEP2,-1.4047841431830306,1.8296602913851037e-07,Downregulated
NMNAT3,1.0501991284129373,1.889227534205111e-07,Upregulated
CCDC89,-1.2740655643675551,1.91402557195265e-07,Downregulated
CSF2,-2.064491735188918,1.943060920975957e-07,Downregulated
SYT5,1.8521205420806708,1.9574902620704058e-07,Upregulated
C19orf26,1.5572922349577327,1.9720665717662178e-07,Upregulated
IGFBP2,1.7870591467265609,2.029440523428325e-07,Upregulated
HIST1H2BD,1.3511733433075095,2.053397207121388e-07,Upregulated
CRISPLD2,-1.1176497020772054,2.0876732728875438e-07,Downregulated
AK8,-1.2887611512810402,2.0999239892333257e-07,Downregulated
CD200R1,-1.2148227378858645,2.1058834328386306e-07,Downregulated
RUNX2,1.082544033784008,2.1062415541303886e-07,Upregulated
PDE3A,-1.1715399568368374,2.1428267303662615e-07,Downregulated
FTCD,1.5615219536423917,2.1646948381762098e-07,Upregulated
ELOVL2,1.871227748820188,2.207630143608712e-07,Upregulated
GPC3,-1.9835344492171725,2.2111054312398178e-07,Downregulated
H2AFY2,1.1033320876695392,2.2124816835093154e-07,Upregulated
EMB,-1.0119666011801591,2.2175544602690846e-07,Downregulated
TCTEX1D2,1.163527378394507,2.236750374946041e-07,Upregulated
MAGEA1,2.879749793321736,2.245436974185644e-07,Upregulated
CORIN,-1.4658185373219237,2.2514223347839107e-07,Downregulated
SLAMF9,1.7410375383174994,2.281236097422279e-07,Upregulated
LMX1B,1.589921169119044,2.293076523658429e-07,Upregulated
TMEM184A,1.6588387568709555,2.307377039210927e-07,Upregulated
AREGB,-2.018740826047958,2.310147188363807e-07,Downregulated
TRAT1,-1.59471900242582,2.326631603229446e-07,Downregulated
DNAJC6,-1.3669668181810088,2.363918788396135e-07,Downregulated
STOML3,-2.6619634516146427,2.393777080850469e-07,Downregulated
LAMA1,1.861381409572404,2.447938666100383e-07,Upregulated
FAXC,1.4064711215388206,2.449960702815009e-07,Upregulated
MAB21L3,1.630690790242582,2.49489309150308e-07,Upregulated
EFCAB6,-1.154699791861261,2.4958564211754135e-07,Downregulated
CTD-2054N24.2,-1.3832630096665066,2.5086153173964733e-07,Downregulated
RAC2,-1.0176466712843393,2.520816148533091e-07,Downregulated
KRT80,1.534917730688469,2.532708433004982e-07,Upregulated
FAM3B,-1.9422322795263949,2.5510348539204824e-07,Downregulated
TRIM7,1.6686339331951974,2.574180612159239e-07,Upregulated
C15orf37,-1.0517418809716217,2.590714283365028e-07,Downregulated
HKDC1,-2.043093014608337,2.604174595725355e-07,Downregulated
LINGO1,1.615257758816406,2.627492835968209e-07,Upregulated
LPAR3,1.5793923694144851,2.630309360114448e-07,Upregulated
CHADL,-1.0351201152265208,2.641757526261819e-07,Downregulated
RCVRN,-1.1436123056027447,2.6472657500345053e-07,Downregulated
LINGO3,-1.0330787347642283,2.667594551770604e-07,Downregulated
GCLM,1.1968603991111593,2.744730608815888e-07,Upregulated
CHAC1,1.0837366609361236,2.793689506964172e-07,Upregulated
DYDC2,-2.772291221704617,2.8049440656068e-07,Downregulated
BPIFB1,-3.991606901019584,2.821891005581796e-07,Downregulated
FMN2,-1.4450324406697108,2.822597472626458e-07,Downregulated
CRYBB3,1.3143274703723944,2.825449565847216e-07,Upregulated
C4orf26,1.5812296716804606,2.84635823219437e-07,Upregulated
STRC,1.1174900577674958,2.867973029359295e-07,Upregulated
NAV1,1.1856795716859256,2.906192451206696e-07,Upregulated
CD5,-1.4809964538324394,2.97557050420112e-07,Downregulated
EDN3,-2.0553992815192323,3.058981231870676e-07,Downregulated
DMD,-1.26451570775746,3.0793788476111537e-07,Downregulated
CCDC146,-1.2696305989390533,3.1322892413379666e-07,Downregulated
RP11-723O4.6,-1.3720751882787687,3.247482144943261e-07,Downregulated
SLC9A3,1.8021444978719103,3.3048238040894977e-07,Upregulated
KIAA0754,-1.3114289834348494,3.309193109880919e-07,Downregulated
KIF5A,1.4492100771265877,3.330413222434488e-07,Upregulated
PM20D1,-1.268084006224385,3.351225376922486e-07,Downregulated
SIX1,2.174727937651192,3.360313855217724e-07,Upregulated
ADRA2A,-1.4829038358009603,3.426006329133115e-07,Downregulated
MSMP,-1.4846819043974366,3.48720242325035e-07,Downregulated
CPEB1,-1.4270792950105395,3.493297794669021e-07,Downregulated
ASCL2,1.2797671821859318,3.525153887856104e-07,Upregulated
VCX3B,1.593553246639667,3.545780007998677e-07,Upregulated
KCNMB1,-1.1778538813875965,3.6754843210017277e-07,Downregulated
SERINC2,1.1301966058390889,3.678937976766745e-07,Upregulated
FAIM2,-1.4592203785512456,3.683710903273775e-07,Downregulated
FHAD1,-1.590780610827637,3.690576169021869e-07,Downregulated
KCNJ12,-1.215360261736707,3.748811122459809e-07,Downregulated
SMIM22,-1.7852804510574547,3.8147959793174674e-07,Downregulated
IL32,-1.2501960391227822,3.857860617897588e-07,Downregulated
STK31,1.3221413312216015,3.858994007139328e-07,Upregulated
SYNDIG1,1.6314962818658572,3.8606214926065005e-07,Upregulated
CCL27,1.6649808167098707,3.870552721656367e-07,Upregulated
