Hugo_Symbol	Entrez_Gene_Id	TCGA-43-7657	TCGA-58-8386	TCGA-22-5478	TCGA-22-5472	TCGA-43-5670	TCGA-60-2709	TCGA-22-5489	TCGA-77-8007	TCGA-22-5471	TCGA-22-4609	TCGA-22-5482	TCGA-56-8082	TCGA-22-5483	TCGA-56-8623	TCGA-33-4587	TCGA-56-7579	TCGA-43-3394	TCGA-34-8454	TCGA-77-7338	TCGA-43-6143	TCGA-43-6773	TCGA-51-4080	TCGA-34-7107	TCGA-39-5040	TCGA-43-6771	TCGA-92-7340	TCGA-77-7138	TCGA-77-7142	TCGA-56-7823	TCGA-22-5491	TCGA-22-5481	TCGA-90-7767	TCGA-77-8008	TCGA-56-7730	TCGA-33-6737	TCGA-56-7582	TCGA-56-7731	TCGA-77-7337	TCGA-43-7658	TCGA-56-8201	TCGA-85-7710	TCGA-56-7580	TCGA-43-6647	TCGA-90-6837	TCGA-56-8083	TCGA-51-4079	TCGA-56-7222	TCGA-22-4593	TCGA-51-4081	TCGA-56-8309
HIST3H2A	92815	336.79	500.46	703.28	287.01	486.75	70.51	145.02	14.03	397.93	318.57	463.65	6.78	242.88	135.24	363.56	231.32	403.5	136.19	130.6	285.03	156.59	954.43	454.09	110.43	16.51	447.82	103.69	187.71	127.89	718.08	836.53	98.73	80.57	260.38	197.09	223.41	343.89	303.44	115.16	74.06	3.06	420.68	109.66	106.63	1233.75	172.65	303.44	228.13	251.48	23.59
LIN7B	64130	105.15	212.78	102.25	212.78	172.65	244.57	105.89	152.28	258.57	218.79	249.73	199.85	215.77	215.77	62.56	231.32	173.85	164.42	81.71	217.27	323.03	373.81	136.19	231.32	153.34	177.53	181.28	49.91	181.28	435.55	162.14	87.03	199.85	305.55	165.57	162.14	171.45	80.57	215.77	106.63	135.24	135.24	151.22	395.18	295.11	120.94	114.36	96.68	277.2	153.34
LXN	56925	848.22	236.21	271.48	759.08	61.25	620.67	329.84	599.49	587.13	638.15	400.71	99.43	287.01	896.64	100.13	143.01	830.75	603.67	708.18	490.14	555.41	688.78	463.65	246.28	81.14	860.08	107.38	353.59	358.54	285.03	88.26	412.0	607.87	579.04	414.87	490.14	684.02	571.05	121.79	339.14	688.78	204.07	438.59	503.95	3039.3	607.87	106.63	507.46	255.0	346.29
CNKSR2	22866	32.59	8.51	45.85	6.16	49.21	11.91	12.27	15.0	1.38	8.71	4.31	10.31	9.2	35.0	26.86	16.88	25.72	2.73	8.71	25.54	4.54	23.76	6.41	18.7	0.0	2.89	2.03	9.56	3.59	8.85	21.78	15.91	1.73	74.58	6.52	25.35	7.17	2.76	13.12	4.31	1.38	6.62	6.11	1.66	33.54	3.11	0.82	3.32	27.25	6.16
SCML1	6322	84.63	74.58	67.12	57.89	102.97	132.44	66.65	57.08	336.79	171.45	94.67	31.67	134.3	206.94	118.43	205.5	202.66	191.67	110.43	131.51	62.12	220.32	224.97	38.95	84.63	161.02	182.55	56.28	129.69	417.77	68.55	147.06	77.79	206.94	61.68	267.73	74.58	96.01	361.04	170.25	165.57	119.26	87.65	53.57	232.94	67.12	64.8	90.14	198.47	154.42
AC024592.12	0	17.13	25.91	16.88	63.45	27.84	23.08	46.5	27.05	38.95	36.53	34.75	58.3	31.67	36.27	18.43	7.57	44.89	22.92	9.41	23.25	64.34	42.41	51.71	15.11	62.56	26.67	51.71	55.1	114.36	63.89	40.07	45.85	9.63	39.22	26.1	24.63	30.56	40.64	19.25	28.04	8.58	32.13	32.59	21.63	5.19	28.65	14.45	27.05	16.63	29.48
GSDMD	79792	1551.09	1427.22	1674.06	1685.71	3124.78	2133.97	2451.44	2240.11	1467.37	1477.58	974.5	1208.34	713.11	2148.82	1250.98	928.3	1313.23	2777.33	825.0	1819.35	1781.89	1870.53	836.53	928.3	1096.5	934.76	1651.0	591.22	1066.48	830.75	4769.75	1477.58	1540.37	802.41	1175.27	796.86	1844.76	660.68	1487.87	2816.11	2075.59	1135.2	1832.01	1208.34	1883.54	988.12	941.27	909.17	1135.2	2004.85
AKR1C1	1645	9945.68	723.08	1023.0	1242.34	136.19	40621.74	660.68	84.04	5366.37	1111.82	45386.27	5555.65	62865.33	1216.75	73.54	19214.73	35363.15	1340.84	15715.58	4575.41	28328.16	40621.74	39510.91	60.39	813.63	1159.07	105.15	775.05	37901.36	17437.64	96.01	595.34	1059.11	36610.26	39785.74	37901.36	3081.75	6337.83	59.97	71.0	884.29	1175.27	1143.1	656.11	334.46	52135.28	2133.97	934.76	37379.55	5403.7
C3orf62	375341	82.29	111.21	59.97	100.83	98.04	112.77	52.08	137.14	79.45	76.17	52.82	115.97	33.54	242.88	106.63	153.34	62.56	81.71	75.64	65.72	90.77	66.18	111.99	69.03	89.51	98.04	114.36	187.71	49.56	66.18	128.79	100.83	73.54	102.25	42.11	59.97	59.55	35.5	166.73	152.28	62.56	129.69	48.18	167.9	80.01	65.26	104.42	68.55	122.64	84.63
CRISPLD2	83716	162.14	297.17	518.15	220.32	185.11	1015.93	1059.11	591.22	241.19	1709.26	291.04	281.09	483.38	376.41	616.37	277.2	211.31	607.87	567.1	555.41	1697.45	141.02	1135.2	1111.82	674.59	1359.57	579.04	193.01	148.09	85.22	201.25	575.03	1977.24	190.34	599.49	88.26	1111.82	1088.92	232.94	2032.85	480.04	262.2	2319.15	1023.0	287.01	438.59	182.55	902.89	507.46	830.75
DOCK5	80005	43.94	209.84	108.9	198.47	211.31	120.1	118.43	303.44	20.86	94.67	148.09	112.77	103.69	138.1	86.43	33.78	38.12	122.64	106.63	127.0	88.26	30.78	186.4	1143.1	135.24	137.14	88.88	185.11	89.51	31.9	40.07	62.12	157.68	93.35	723.08	139.07	159.9	90.77	36.53	128.79	198.47	92.05	107.38	155.5	164.42	86.43	153.34	187.71	100.83	206.94
SLC33A1	9197	1378.57	444.72	473.41	642.59	463.65	547.75	813.63	387.02	902.89	708.18	1081.39	769.69	624.99	303.44	547.75	258.57	518.15	529.06	1529.73	791.35	486.75	1127.35	563.18	429.54	332.14	995.0	769.69	934.76	836.53	915.51	277.2	860.08	624.99	532.74	525.39	642.59	493.56	1051.79	674.59	490.14	629.35	808.0	277.2	500.46	1322.37	854.13	543.96	743.43	679.29	551.56
GLI1	2735	84.63	246.28	21.63	31.9	14.03	169.07	24.11	10.47	53.57	105.89	181.28	7.06	87.65	48.18	3.96	14.56	32.59	39.5	66.18	4.66	460.44	432.53	106.63	5.28	78.89	78.89	10.08	63.45	126.12	44.25	80.57	7.34	17.25	540.19	21.32	228.13	31.0	40.36	10.0	57.08	3.35	56.28	27.84	92.05	92.05	102.25	11.38	50.98	633.73	28.24
STK17B	9262	145.02	373.81	320.8	371.22	205.5	336.79	633.73	463.65	256.78	493.56	289.02	299.25	248.0	587.13	107.38	186.4	316.37	414.87	555.41	267.73	358.54	218.79	283.05	463.65	299.25	860.08	123.5	371.22	129.69	189.02	105.15	444.72	500.46	75.11	237.86	376.41	457.25	1127.35	127.89	285.03	450.94	267.73	470.14	242.88	180.02	486.75	551.56	239.52	223.41	620.67
RP5-966M1.6	0	4.28	22.92	6.11	6.62	6.57	30.56	11.82	13.22	6.78	11.47	6.84	10.63	7.51	51.71	27.64	1.43	10.47	21.78	10.47	16.27	10.31	4.13	13.42	16.03	4.66	6.57	5.54	8.51	2.41	5.87	17.25	8.58	20.56	24.28	6.67	6.26	9.85	3.14	24.28	11.82	6.36	7.0	10.31	17.51	19.53	8.99	5.15	3.89	14.45	34.02
VPS52	6293	651.58	660.68	665.29	1066.48	1359.57	934.76	934.76	1350.18	872.1	684.02	1277.29	974.5	915.51	954.43	1794.29	921.88	872.1	1015.93	708.18	1030.12	1183.45	738.29	785.88	785.88	928.3	647.07	1417.35	1225.22	819.3	591.22	1417.35	796.86	1030.12	1407.55	1159.07	551.56	813.63	961.07	854.13	791.35	575.03	1059.11	718.08	1051.79	1369.04	890.44	1167.14	1030.12	896.64	718.08
HAGHL	84264	246.28	171.45	88.88	161.02	190.34	232.94	116.78	860.08	144.01	84.04	82.29	17.51	193.01	366.09	82.87	226.54	187.71	157.68	101.54	57.89	132.44	33.06	281.09	92.7	177.53	82.29	34.02	51.71	412.0	89.51	379.04	85.82	242.88	88.26	281.09	43.02	135.24	69.52	134.3	128.79	145.02	110.43	112.77	301.33	708.18	62.12	173.85	104.42	137.14	194.36
MAS1L	116511	0.0	0.0	0.21	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	6.78	0.0	0.0	0.0	0.0	0.0	0.19	0.84	0.0	0.0	0.23	0.0	0.0	0.0	1.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDC37L1	55664	201.25	242.88	141.02	151.22	226.54	201.25	215.77	275.28	114.36	198.47	157.68	21.94	166.73	264.03	212.78	169.07	177.53	172.65	223.41	277.2	198.47	204.07	417.77	111.99	329.84	249.73	167.9	208.38	100.13	173.85	231.32	159.9	249.73	119.26	170.25	191.67	231.32	211.31	223.41	154.42	205.5	133.36	256.78	180.02	146.03	242.88	221.86	156.59	154.42	209.84
KRT10	3858	764.36	1651.0	563.18	1208.34	4010.71	356.05	224.97	341.51	521.76	426.57	497.0	7280.4	412.0	262.2	454.09	769.69	638.15	366.09	1313.23	371.22	336.79	1467.37	334.46	341.51	414.87	633.73	743.43	7433.4	567.1	6121.9	301.33	438.59	4481.23	620.67	423.61	612.11	660.68	1208.34	830.75	265.87	967.76	575.03	314.17	341.51	723.08	420.68	688.78	532.74	947.83	353.59
AEN	64782	281.09	441.64	285.03	309.83	269.6	287.01	285.03	234.57	231.32	441.64	318.57	242.88	395.18	343.89	157.68	414.87	490.14	336.79	221.86	470.14	447.82	358.54	246.28	264.03	400.71	183.82	165.57	162.14	429.54	438.59	208.38	191.67	403.5	237.86	299.25	267.73	332.14	223.41	507.46	473.41	223.41	206.94	348.71	612.11	603.67	356.05	473.41	389.72	275.28	177.53
CYHR1	50626	2485.67	1628.26	1407.55	1073.91	2090.03	1030.12	1096.5	1498.22	915.51	1023.0	1127.35	1216.75	738.29	1119.56	1286.18	1561.89	915.51	1208.34	769.69	1572.76	1044.52	1175.27	854.13	995.0	595.34	1111.82	836.53	638.15	928.3	967.76	2468.49	941.27	1066.48	896.64	1685.71	1044.52	1159.07	753.83	808.0	915.51	1277.29	961.07	825.0	1037.29	1350.18	603.67	854.13	836.53	1051.79	1088.92
VWA1	64856	1208.34	1350.18	3443.31	1427.22	14461.21	819.3	507.46	1277.29	612.11	1233.75	967.76	1397.83	500.46	1378.57	1066.48	2573.36	473.41	1331.57	819.3	665.29	928.3	314.17	406.31	1096.5	1498.22	1427.22	599.49	329.84	629.35	450.94	244.57	351.14	1350.18	791.35	1066.48	435.55	3928.15	1159.07	470.14	995.0	1286.18	1417.35	1044.52	813.63	947.83	555.41	934.76	878.17	575.03	848.22
EXOSC9	5393	325.29	514.56	480.04	332.14	351.14	525.39	389.72	420.68	483.38	444.72	426.57	543.96	559.28	529.06	830.75	669.92	466.88	559.28	866.07	703.28	420.68	780.44	316.37	387.02	297.17	327.56	559.28	397.93	318.57	348.71	1037.29	785.88	327.56	503.95	532.74	417.77	435.55	420.68	723.08	403.5	555.41	848.22	343.89	327.56	642.59	490.14	423.61	1030.12	414.87	563.18
TNFAIP8L2	79626	29.06	139.07	94.01	146.03	12.93	228.13	172.65	155.5	197.09	180.02	44.25	16.88	82.87	473.41	39.5	75.64	50.27	156.59	91.41	36.53	191.67	35.25	74.58	34.75	49.56	127.0	38.4	94.01	41.52	61.25	68.07	78.34	145.02	16.03	89.51	94.67	120.94	56.68	93.35	267.73	63.45	51.35	125.24	190.34	15.56	69.52	12.36	42.71	26.28	295.11
PFDN2	5202	3280.18	4268.94	3280.18	2434.5	2835.7	3039.3	3467.27	2777.33	6983.79	2777.33	3901.01	2875.3	4671.57	2520.38	3955.48	4152.18	4388.98	2287.2	3742.05	6037.61	2701.35	4836.35	3124.78	2720.15	3614.55	4450.27	3419.52	1832.01	3820.7	3794.3	5995.9	5292.48	3124.78	4481.23	4328.55	2303.12	3820.7	2075.59	6037.61	3515.68	6792.79	3955.48	2645.74	4095.0	2739.08	5041.77	4481.23	2384.37	2417.67	2758.13
TCP1	6950	5041.77	6983.79	2591.27	3235.01	2537.92	2835.7	2520.38	2739.08	3168.41	3235.01	7331.05	6792.79	6840.04	2367.9	12329.98	5594.3	5041.77	3742.05	5112.16	3146.52	3146.52	5633.22	4388.98	3257.52	3124.78	3564.78	5076.84	5831.91	5555.65	5219.6	4704.07	7749.1	3515.68	2061.24	5791.62	3124.78	3491.39	6935.54	5112.16	4607.24	2047.0	5872.48	2417.67	3901.01	4869.99	5954.47	3491.39	5041.77	4210.15	3589.58
ALG9	79796	848.22	199.85	409.15	476.71	389.72	409.15	435.55	476.71	463.65	466.88	470.14	327.56	426.57	525.39	543.96	373.81	447.82	473.41	341.51	612.11	423.61	358.54	358.54	366.09	334.46	271.48	642.59	341.51	521.76	406.31	392.44	334.46	420.68	460.44	363.56	224.97	444.72	591.22	336.79	379.04	447.82	366.09	429.54	575.03	497.0	279.14	312.0	368.65	514.56	435.55
RPS15A	6210	48307.85	34635.37	21617.82	41763.8	33688.23	44145.15	67846.12	35609.13	42641.37	40062.48	37121.34	18819.27	50359.33	41188.81	31215.04	34635.37	67377.47	29943.43	36106.23	37639.55	44761.41	97965.44	65082.31	28525.2	46019.85	33455.53	66912.05	75280.1	49666.0	68318.04	45386.27	55877.28	28525.2	46662.28	57051.4	52135.28	44145.15	37639.55	32315.87	38966.94	40062.48	59474.18	28525.2	37121.34	35363.15	50011.46	54349.29	69753.56	44145.15	28723.62
PMEL	6490	87.65	21.01	137.14	24.99	135.24	36.79	36.53	28.86	54.33	28.24	17.9	34.75	24.46	27.44	90.77	24.81	90.14	48.18	32.13	30.78	28.04	59.13	39.79	412.0	18.7	16.51	18.7	36.27	67.59	67.59	39.79	24.99	26.1	185.11	22.43	32.36	34.02	62.56	122.64	51.71	59.55	30.34	38.95	23.76	34.75	33.06	26.47	39.22	50.98	81.71
SFMBT1	51460	88.26	82.87	167.9	94.01	232.94	114.36	101.54	100.13	79.45	71.0	61.68	116.78	110.43	96.01	186.4	103.69	129.69	105.89	113.56	346.29	119.26	82.87	155.5	303.44	140.04	98.73	170.25	162.14	94.01	90.14	136.19	111.21	98.73	132.44	75.11	114.36	91.41	122.64	172.65	76.71	64.34	127.89	126.12	69.52	148.09	111.21	115.97	153.34	118.43	166.73
CYBA	1535	4671.57	4736.79	2645.74	4607.24	4512.4	9279.58	5913.33	4769.75	6652.97	7130.55	2047.0	2682.69	4038.61	12415.75	2032.85	3395.89	3190.46	7485.11	4239.45	1322.37	14663.09	2720.15	3794.3	1605.83	1304.15	3742.05	5479.15	2240.11	2720.15	5711.87	4512.4	2739.08	5672.41	2701.35	7803.01	2835.7	9945.68	3928.15	4239.45	7803.01	4328.55	3419.52	4736.79	8479.89	4512.4	3467.27	2303.12	2627.46	2303.12	7803.01
GINS1	9837	202.66	256.78	819.3	169.07	215.77	232.94	316.37	232.94	366.09	256.78	389.72	269.6	547.75	17.64	743.43	267.73	320.8	343.89	164.42	454.09	158.79	353.59	353.59	273.37	105.15	140.04	536.45	239.52	470.14	503.95	353.59	368.65	78.89	265.87	202.66	346.29	87.03	164.42	708.18	221.86	262.2	283.05	47.5	151.22	409.15	131.51	616.37	271.48	414.87	126.12
GPX3	2878	1721.16	5255.91	1295.13	4903.87	3060.45	5791.62	2090.03	1832.01	1628.26	4903.87	3395.89	2502.97	1572.76	16960.78	633.73	954.43	1350.18	1151.06	4181.07	2271.4	4937.99	2047.0	890.44	4543.8	7695.57	941.27	3820.7	3794.3	974.5	723.08	1540.37	633.73	1745.2	2209.26	10440.2	1051.79	5672.41	2224.63	921.88	1794.29	775.05	463.65	1447.15	3372.43	1745.2	1447.15	1295.13	642.59	1487.87	2335.28
IPO9	55705	764.36	633.73	1208.34	698.41	708.18	684.02	1088.92	974.5	896.64	878.17	629.35	1208.34	1044.52	567.1	2400.97	995.0	447.82	884.29	1001.93	3716.2	878.17	1127.35	1030.12	947.83	656.11	1008.9	1242.34	753.83	1104.13	551.56	1313.23	1322.37	1096.5	928.3	860.08	1030.12	872.1	1233.75	1199.98	753.83	909.17	1066.48	748.61	860.08	1437.15	529.06	934.76	1286.18	780.44	703.28
SHKBP1	92799	7537.18	1781.89	1685.71	2148.82	3419.52	2178.83	2090.03	1991.0	1529.73	1467.37	1340.84	1277.29	1583.71	1923.14	1369.04	785.88	2720.15	1883.54	1111.82	1540.37	1870.53	1216.75	2682.69	1322.37	1909.85	2090.03	1081.39	2047.0	1639.59	1662.49	2148.82	1259.69	1844.76	1378.57	2777.33	1397.83	1844.76	1191.69	1883.54	2468.49	1037.29	1857.6	1437.15	2104.58	3212.66	1378.57	813.63	1757.34	1697.45	1883.54
ARHGAP40	343578	6.89	30.56	8.92	60.82	85.82	11.91	1.64	49.21	38.95	11.55	12.27	9.85	2.12	25.35	10.24	10.96	15.22	9.56	13.03	114.36	10.55	29.48	3.5	21.01	37.32	3.5	50.98	5.36	5.02	5.87	2.16	5.36	117.6	16.27	71.5	17.25	26.47	8.51	4.43	161.02	9.56	18.43	7.46	16.03	26.28	11.91	9.7	21.47	11.82	0.69
ENO3	2027	134.3	108.9	267.73	96.01	215.77	159.9	169.07	113.56	198.47	102.25	181.28	237.86	249.73	305.55	454.09	83.45	454.09	104.42	74.06	208.38	201.25	103.69	145.02	246.28	41.81	86.43	102.97	181.28	126.12	41.52	490.14	267.73	249.73	490.14	128.79	130.6	92.05	19.11	287.01	260.38	186.4	320.8	115.97	125.24	629.35	72.01	218.79	74.58	301.33	185.11
COX19	90639	358.54	99.43	183.82	209.84	336.79	177.53	129.69	112.77	206.94	180.02	412.0	68.55	108.14	185.11	175.07	303.44	232.94	139.07	236.21	142.01	132.44	126.12	148.09	145.02	131.51	139.07	244.57	127.89	175.07	104.42	208.38	127.89	246.28	231.32	167.9	194.36	116.78	218.79	159.9	209.84	155.5	343.89	105.15	208.38	224.97	134.3	295.11	121.79	178.77	155.5
LMF1	64788	120.1	228.13	264.03	336.79	114.36	244.57	325.29	211.31	312.0	318.57	154.42	88.88	148.09	332.14	31.45	124.37	244.57	269.6	220.32	43.63	358.54	185.11	269.6	136.19	102.97	185.11	76.71	92.05	209.84	181.28	75.11	201.25	180.02	248.0	73.03	117.6	255.0	329.84	115.16	120.94	264.03	88.88	251.48	323.03	134.3	242.88	75.64	131.51	258.57	575.03
S100P	6286	12.74	743.43	2075.59	7032.37	2935.74	483.38	339.14	902.89	607.87	1561.89	314.17	1757.34	8022.41	1277.29	217.27	819.3	223.41	314.17	320.8	166.73	529.06	769.69	94.67	1015.93	4671.57	237.86	1498.22	599.49	1529.73	12076.21	647.07	209.84	318.57	1015.93	122293.5	341.51	2935.74	2104.58	314.17	1295.13	3928.15	5672.41	123.5	1427.22	18.97	1242.34	3742.05	463.65	476.71	283.05
RDH14	57665	457.25	262.2	743.43	490.14	497.0	435.55	420.68	493.56	587.13	470.14	309.83	417.77	514.56	532.74	563.18	511.0	612.11	490.14	470.14	412.0	406.31	703.28	368.65	759.08	260.38	332.14	884.29	684.02	432.53	409.15	769.69	718.08	348.71	813.63	543.96	567.1	483.38	457.25	974.5	368.65	255.0	595.34	497.0	417.77	503.95	423.61	483.38	426.57	532.74	463.65
GDE1	51573	928.3	753.83	2224.63	2133.97	1183.45	1175.27	896.64	1143.1	890.44	1135.2	591.22	591.22	1883.54	1467.37	1127.35	909.17	1015.93	1073.91	1119.56	974.5	896.64	1233.75	1286.18	738.29	872.1	988.12	954.43	2047.0	1331.57	1417.35	928.3	854.13	1104.13	1073.91	872.1	1088.92	1605.83	1540.37	1030.12	802.41	1233.75	1225.22	1594.73	1081.39	1051.79	1151.06	1208.34	1242.34	961.07	1498.22
LSM14B	149986	967.76	872.1	915.51	872.1	679.29	825.0	769.69	941.27	981.29	890.44	595.34	2075.59	1015.93	647.07	1991.0	1015.93	915.51	796.86	665.29	743.43	825.0	872.1	748.61	1286.18	796.86	656.11	884.29	660.68	1417.35	551.56	921.88	1175.27	612.11	1277.29	435.55	902.89	848.22	902.89	2367.9	769.69	848.22	571.05	808.0	579.04	1331.57	775.05	1407.55	1769.57	947.83	836.53
TLE2	7089	723.08	279.14	599.49	547.75	476.71	277.2	129.69	624.99	147.06	212.78	69.03	178.77	211.31	884.29	872.1	119.26	201.25	323.03	169.07	137.14	283.05	255.0	158.79	1051.79	46.18	316.37	105.15	514.56	49.56	76.71	163.28	61.68	228.13	262.2	143.01	140.04	454.09	119.26	540.19	135.24	241.19	269.6	183.82	170.25	954.43	96.01	80.01	336.79	339.14	190.34
ACOT8	10005	514.56	603.67	1857.6	684.02	753.83	612.11	476.71	796.86	518.15	454.09	603.67	769.69	521.76	656.11	896.64	540.19	511.0	493.56	438.59	567.1	514.56	551.56	297.17	473.41	409.15	480.04	607.87	327.56	450.94	769.69	848.22	361.04	669.92	514.56	490.14	567.1	591.22	660.68	866.07	679.29	368.65	346.29	363.56	518.15	660.68	441.64	559.28	954.43	483.38	511.0
EIF4EBP3	8637	1216.75	305.55	194.36	629.35	629.35	529.06	423.61	215.77	808.0	460.44	435.55	251.48	126.12	1044.52	287.01	473.41	713.11	325.29	371.22	878.17	500.46	1143.1	723.08	514.56	146.03	208.38	679.29	713.11	400.71	540.19	1111.82	376.41	226.54	191.67	435.55	248.0	607.87	559.28	214.27	248.0	507.46	318.57	220.32	432.53	120.94	392.44	312.0	165.57	94.01	271.48
LRP2BP	55805	6.36	24.63	12.09	17.77	13.62	9.93	6.36	12.45	6.01	15.11	10.96	7.11	14.24	84.63	22.75	10.16	13.72	10.16	7.4	8.0	8.85	6.41	5.82	34.02	4.7	11.73	5.28	15.22	6.52	4.82	13.93	6.41	10.88	20.71	7.06	6.41	23.93	5.54	19.68	4.5	6.67	28.24	5.73	7.75	14.14	3.14	15.8	11.04	10.63	27.84
PELO	53918	400.71	204.07	277.2	199.85	237.86	327.56	291.04	305.55	289.02	301.33	281.09	152.28	361.04	392.44	242.88	226.54	318.57	275.28	392.44	287.01	253.23	265.87	244.57	444.72	307.69	264.03	579.04	220.32	156.59	176.29	283.05	279.14	414.87	299.25	483.38	218.79	507.46	217.27	149.12	195.72	334.46	248.0	279.14	323.03	155.5	291.04	186.4	275.28	224.97	395.18
CDIPT	10423	2485.67	1870.53	1832.01	2335.28	2520.38	2193.99	1498.22	1540.37	1950.0	1651.0	1477.58	1044.52	1388.16	2090.03	1304.15	2209.26	1844.76	1909.85	1936.53	1963.57	2400.97	1769.57	3665.02	1250.98	2090.03	3794.3	1277.29	1467.37	2434.5	2090.03	1143.1	1001.93	2209.26	1697.45	1378.57	1697.45	2018.8	1685.71	2047.0	1508.65	1529.73	1447.15	2555.58	2627.46	2520.38	1963.57	1498.22	2075.59	2061.24	1896.65
C19orf44	84167	96.68	98.04	58.71	75.64	48.52	71.5	76.17	71.5	80.01	60.82	40.07	48.52	72.01	143.01	98.04	61.25	35.25	70.51	37.59	78.89	120.94	79.45	115.16	71.0	29.91	65.26	52.82	61.25	82.87	44.89	221.86	109.66	63.45	76.71	36.27	45.85	48.87	51.71	120.1	61.25	93.35	111.99	60.39	57.89	66.65	34.75	47.5	97.36	60.82	87.03
PABPN1	8106	1977.24	2875.3	2004.85	2047.0	3280.18	2148.82	2555.58	1617.0	3060.45	1819.35	1628.26	2796.65	2384.37	2682.69	3349.13	2682.69	1467.37	2075.59	1651.0	2855.44	2319.15	3303.0	2627.46	2451.44	2555.58	2075.59	3060.45	3146.52	2485.67	1388.16	3303.0	2468.49	2018.8	4481.23	3901.01	2018.8	2400.97	1857.6	3349.13	3146.52	2627.46	4210.15	1963.57	2895.31	2351.53	1662.49	2935.74	1936.53	3372.43	2209.26
NFKBIB	4793	3690.52	514.56	603.67	575.03	1295.13	669.92	616.37	555.41	1096.5	629.35	555.41	551.56	454.09	620.67	454.09	579.04	688.78	616.37	395.18	825.0	457.25	463.65	587.13	540.19	547.75	480.04	555.41	234.57	743.43	753.83	3081.75	384.34	802.41	463.65	708.18	323.03	764.36	343.89	371.22	669.92	511.0	518.15	651.58	748.61	954.43	389.72	389.72	397.93	414.87	708.18
CELF6	60677	0.0	0.0	1.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	0.0	0.0	3.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZWINT	11130	559.28	218.79	1015.93	791.35	1208.34	616.37	579.04	1088.92	1561.89	595.34	967.76	1832.01	1259.69	111.99	3280.18	1081.39	656.11	915.51	435.55	2701.35	547.75	656.11	1104.13	961.07	575.03	332.14	1104.13	981.29	830.75	1407.55	2209.26	1794.29	389.72	1183.45	1277.29	718.08	651.58	1104.13	2240.11	780.44	1519.15	878.17	366.09	444.72	2555.58	555.41	1183.45	1081.39	836.53	490.14
DYNLL1	8655	10883.59	8598.28	13123.73	11504.21	9945.68	5872.48	8718.32	6745.86	16383.0	11584.24	12943.04	8963.45	11112.3	10368.08	10154.69	14065.74	12943.04	8078.22	10296.45	7382.04	12415.75	6840.04	11189.6	7911.95	17681.08	11909.94	11112.3	9088.59	13492.72	11584.24	12943.04	7382.04	9673.69	8963.45	13033.07	9808.75	10014.87	15392.14	9151.82	7331.05	7230.1	13306.94	7966.99	14867.79	7589.61	12502.12	7130.55	11827.67	9540.5	8247.98
NRXN3	9369	19.39	58.3	115.16	119.26	23.93	72.52	38.95	10.24	34.75	289.02	38.12	249.73	73.03	72.52	42.11	14.03	73.54	21.32	35.76	11.38	12.64	85.22	33.78	28.65	10.0	17.38	2.18	129.69	25.17	80.01	8.38	15.11	14.89	124.37	15.11	159.9	122.64	48.18	13.72	7.94	82.87	212.78	27.64	24.28	76.71	64.34	13.52	11.13	61.68	49.91
FYTTD1	84248	3018.3	1369.04	921.88	1199.98	830.75	1044.52	1457.23	669.92	1733.13	1259.69	2468.49	1844.76	884.29	693.58	866.07	2875.3	1857.6	1733.13	3614.55	2224.63	848.22	2193.99	2701.35	884.29	1044.52	1378.57	1794.29	3018.3	1508.65	2287.2	507.46	1757.34	1199.98	872.1	642.59	2609.3	1044.52	2367.9	2090.03	988.12	1427.22	896.64	1159.07	921.88	2664.15	1508.65	1183.45	1233.75	1745.2	1119.56
CAPRIN1	4076	1350.18	1963.57	2178.83	2720.15	1709.26	1909.85	3081.75	2104.58	1340.84	2627.46	2367.9	3018.3	2148.82	1561.89	3212.66	1350.18	2720.15	2119.22	2537.92	2255.7	2032.85	3443.31	2319.15	2047.0	1769.57	1819.35	3103.19	3794.3	2502.97	2451.44	2777.33	5219.6	2148.82	2875.3	2303.12	2915.45	2209.26	3467.27	2004.85	2835.7	3124.78	2018.8	2367.9	1806.78	2664.15	3103.19	2855.44	2148.82	2451.44	3257.52
AOC3	8639	205.5	791.35	341.51	624.99	40.07	1183.45	665.29	403.5	59.13	769.69	127.89	109.66	104.42	4181.07	156.59	136.19	260.38	620.67	470.14	363.56	1313.23	77.25	575.03	239.52	48.52	466.88	82.29	395.18	63.45	29.06	224.97	149.12	890.44	193.01	503.95	169.07	743.43	256.78	123.5	603.67	198.47	201.25	842.36	723.08	193.01	186.4	75.64	368.65	63.45	356.05
