Hugo_Symbol	Entrez_Gene_Id	TCGA-43-7657	TCGA-58-8386	TCGA-22-5478	TCGA-22-5472	TCGA-43-5670	TCGA-60-2709	TCGA-22-5489	TCGA-77-8007	TCGA-22-5471	TCGA-22-4609	TCGA-22-5482	TCGA-56-8082	TCGA-22-5483	TCGA-56-8623	TCGA-33-4587	TCGA-56-7579	TCGA-43-3394	TCGA-34-8454	TCGA-77-7338	TCGA-43-6143	TCGA-43-6773	TCGA-51-4080	TCGA-34-7107	TCGA-39-5040	TCGA-43-6771	TCGA-92-7340	TCGA-77-7138	TCGA-77-7142	TCGA-56-7823	TCGA-22-5491	TCGA-22-5481	TCGA-90-7767	TCGA-77-8008	TCGA-56-7730	TCGA-33-6737	TCGA-56-7582	TCGA-56-7731	TCGA-77-7337	TCGA-43-7658	TCGA-56-8201	TCGA-85-7710	TCGA-56-7580	TCGA-43-6647	TCGA-90-6837	TCGA-56-8083	TCGA-51-4079	TCGA-56-7222	TCGA-22-4593	TCGA-51-4081	TCGA-56-8309
ZSCAN22	342945	22.75	21.32	37.85	50.27	47.17	40.07	40.07	45.53	19.39	49.91	32.82	12.18	36.01	23.42	38.12	24.81	16.39	44.57	26.47	46.18	28.24	15.45	29.48	103.69	38.4	36.27	49.56	26.47	17.51	22.1	55.1	33.06	43.94	30.34	32.13	40.36	30.34	45.85	58.71	27.05	38.12	43.63	29.27	22.75	93.35	22.43	28.45	23.59	35.25	48.18
YAP1	10413	373.81	718.08	974.5	1286.18	1111.82	764.36	860.08	1883.54	473.41	1508.65	698.41	1304.15	674.59	836.53	356.05	1030.12	872.1	1304.15	1119.56	1199.98	669.92	1407.55	1111.82	3515.68	1295.13	1151.06	1447.15	1757.34	1378.57	842.36	61.25	1073.91	1183.45	688.78	1242.34	723.08	921.88	2032.85	521.76	884.29	1651.0	825.0	1806.78	1143.1	1487.87	587.13	1199.98	1457.23	1457.23	854.13
ANKRD13B	124930	660.68	312.0	82.87	127.0	136.19	329.84	258.57	218.79	199.85	163.28	312.0	329.84	348.71	70.51	559.28	217.27	373.81	69.03	351.14	336.79	368.65	309.83	629.35	395.18	77.25	87.03	98.04	295.11	426.57	303.44	656.11	547.75	102.97	848.22	30.56	460.44	138.1	52.08	698.41	105.15	215.77	170.25	145.02	71.5	221.86	112.77	316.37	239.52	708.18	239.52
SOX3	6658	0.33	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.37	3.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.37	0.0	3.03	0.0	0.0	0.0	0.0	0.0	34.51	0.0	0.0	0.0	0.0	0.0
SHBG	6462	11.04	5.82	28.45	8.45	4.98	11.3	4.94	1.31	9.78	5.87	3.32	7.51	5.59	9.27	5.82	2.07	3.0	5.19	1.43	2.05	21.01	5.11	3.47	6.94	0.77	18.29	4.06	12.36	1.19	6.01	1.93	2.03	4.66	11.21	5.63	7.51	11.38	4.9	11.47	8.78	3.92	5.41	10.08	5.92	1.93	6.94	1.28	4.24	7.06	11.13
EFCAB14	9813	543.96	902.89	775.05	1322.37	743.43	785.88	902.89	825.0	507.46	836.53	759.08	1044.52	909.17	915.51	780.44	651.58	791.35	961.07	1369.04	612.11	802.41	332.14	854.13	1304.15	728.11	890.44	567.1	1594.73	748.61	884.29	587.13	400.71	1059.11	493.56	638.15	934.76	830.75	802.41	503.95	728.11	1030.12	543.96	1001.93	802.41	921.88	1304.15	988.12	830.75	872.1	1233.75
SOX2	6657	2303.12	460.44	532.74	1407.55	90.77	3280.18	262.2	251.48	1832.01	1883.54	1529.73	2682.69	1127.35	175.07	551.56	2400.97	3280.18	759.08	2224.63	503.95	426.57	3955.48	2417.67	24.63	94.01	1159.07	29.91	2255.7	4181.07	1883.54	7.94	1216.75	108.9	7180.15	1.43	2061.24	753.83	346.29	1199.98	29.48	684.02	1963.57	87.03	244.57	480.04	1745.2	836.53	414.87	2520.38	808.0
IFT81	28981	190.34	152.28	165.57	194.36	88.26	115.97	158.79	136.19	122.64	119.26	80.57	198.47	264.03	291.04	525.39	108.9	166.73	194.36	146.03	197.09	111.99	220.32	155.5	141.02	64.8	131.51	76.71	123.5	144.01	115.97	195.72	224.97	98.73	239.52	198.47	150.17	87.03	145.02	373.81	100.83	96.68	141.02	127.0	130.6	215.77	154.42	141.02	232.94	256.78	255.0
GPR6	2830	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAN2A2	4122	1044.52	470.14	1001.93	379.04	620.67	934.76	518.15	529.06	423.61	447.82	753.83	1023.0	743.43	928.3	825.0	660.68	848.22	1008.9	551.56	743.43	684.02	507.46	514.56	759.08	167.9	231.32	176.29	703.28	490.14	341.51	518.15	409.15	633.73	1023.0	567.1	743.43	457.25	348.71	743.43	470.14	567.1	307.69	660.68	1651.0	941.27	532.74	633.73	447.82	571.05	599.49
CHCHD1	118487	1059.11	842.36	941.27	1015.93	1437.15	599.49	559.28	854.13	1487.87	669.92	866.07	587.13	780.44	1066.48	1259.69	1427.22	909.17	567.1	1111.82	708.18	884.29	656.11	703.28	981.29	836.53	1073.91	1407.55	878.17	674.59	1529.73	1594.73	1151.06	854.13	909.17	2319.15	473.41	981.29	1143.1	1119.56	1167.14	1250.98	785.88	703.28	1081.39	961.07	656.11	866.07	599.49	591.22	743.43
SUV420H2	84787	178.77	255.0	620.67	251.48	490.14	400.71	204.07	194.36	206.94	218.79	193.01	204.07	314.17	323.03	693.58	133.36	220.32	470.14	106.63	656.11	166.73	194.36	264.03	1417.35	120.1	155.5	170.25	101.54	255.0	193.01	353.59	320.8	301.33	571.05	285.03	178.77	187.71	69.03	842.36	214.27	381.68	373.81	249.73	269.6	1059.11	143.01	239.52	215.77	346.29	281.09
SYNE1	23345	97.36	480.04	189.02	232.94	113.56	438.59	332.14	397.93	116.78	463.65	63.45	121.79	183.82	1216.75	167.9	66.18	105.15	244.57	205.5	181.28	483.38	49.21	223.41	457.25	162.14	301.33	55.1	273.37	47.5	56.28	142.01	409.15	454.09	78.89	249.73	120.1	371.22	176.29	220.32	232.94	122.64	142.01	332.14	269.6	429.54	100.13	84.04	194.36	117.6	497.0
CCDC34	91057	1081.39	212.78	387.02	273.37	791.35	264.03	395.18	164.42	320.8	301.33	214.27	490.14	221.86	113.56	387.02	189.02	543.96	432.53	161.02	178.77	312.0	466.88	295.11	234.57	189.02	194.36	320.8	532.74	476.71	473.41	197.09	518.15	154.42	954.43	195.72	198.47	215.77	287.01	490.14	332.14	163.28	909.17	341.51	218.79	629.35	366.09	285.03	275.28	420.68	371.22
RNF111	54778	191.67	262.2	293.07	339.14	193.01	273.37	297.17	253.23	128.79	361.04	241.19	351.14	303.44	323.03	256.78	305.55	351.14	197.09	460.44	299.25	275.28	271.48	281.09	255.0	248.0	303.44	457.25	305.55	312.0	289.02	182.55	241.19	387.02	273.37	262.2	476.71	239.52	258.57	271.48	277.2	366.09	267.73	256.78	281.09	260.38	299.25	486.75	289.02	409.15	255.0
CTSK	1513	2163.77	563.18	2351.53	579.04	872.1	8078.22	3257.52	2573.36	2104.58	1977.24	2351.53	314.17	3280.18	3325.99	518.15	1819.35	1167.14	1417.35	1697.45	1331.57	3540.14	579.04	1733.13	444.72	3768.09	6887.62	547.75	928.3	356.05	432.53	878.17	6037.61	8963.45	116.78	525.39	620.67	1519.15	4066.71	616.37	1909.85	368.65	1340.84	5872.48	4066.71	703.28	1457.23	529.06	4607.24	2976.74	1709.26
RINT1	60561	387.02	571.05	500.46	285.03	209.84	460.44	301.33	368.65	353.59	275.28	170.25	275.28	426.57	218.79	395.18	540.19	563.18	249.73	395.18	356.05	348.71	368.65	343.89	264.03	186.4	532.74	277.2	748.61	341.51	384.34	189.02	277.2	314.17	336.79	371.22	423.61	215.77	441.64	228.13	275.28	371.22	297.17	318.57	303.44	297.17	361.04	381.68	361.04	432.53	291.04
TNPO3	23534	693.58	660.68	620.67	571.05	420.68	567.1	414.87	607.87	341.51	518.15	403.5	629.35	723.08	332.14	638.15	796.86	507.46	480.04	571.05	660.68	679.29	571.05	647.07	733.19	414.87	351.14	323.03	665.29	796.86	432.53	320.8	392.44	616.37	373.81	612.11	665.29	435.55	371.22	363.56	441.64	518.15	518.15	753.83	624.99	351.14	397.93	543.96	642.59	616.37	460.44
DNTTIP2	30836	703.28	878.17	941.27	1001.93	1167.14	1151.06	1096.5	961.07	2240.11	775.05	2400.97	941.27	1268.46	884.29	1225.22	1697.45	842.36	995.0	2119.22	830.75	1909.85	1259.69	860.08	866.07	995.0	1066.48	1051.79	1175.27	921.88	1304.15	1628.26	1015.93	1044.52	1268.46	2061.24	2148.82	1096.5	796.86	733.19	1277.29	555.41	1605.83	607.87	1199.98	1023.0	1977.24	1216.75	759.08	1167.14	909.17
PSMA3	5684	2119.22	1963.57	3060.45	3103.19	2573.36	2816.11	3955.48	2935.74	6426.31	2796.65	3443.31	2303.12	3768.09	2875.3	3280.18	4010.71	3280.18	3928.15	2609.3	3280.18	2720.15	4419.52	2367.9	2537.92	2777.33	4010.71	3768.09	3847.29	5112.16	4268.94	4066.71	3901.01	1605.83	4298.64	6745.86	3443.31	3467.27	4450.27	2895.31	6381.92	2855.44	4704.07	2133.97	2591.27	2193.99	3614.55	4358.66	2485.67	5147.73	2351.53
PDLIM2	64236	753.83	890.44	583.07	1001.93	429.54	1191.69	981.29	743.43	490.14	872.1	825.0	220.32	713.11	2816.11	642.59	457.25	395.18	563.18	470.14	361.04	769.69	173.85	660.68	1096.5	480.04	941.27	267.73	289.02	743.43	181.28	256.78	559.28	1378.57	420.68	356.05	450.94	1104.13	486.75	426.57	909.17	346.29	525.39	995.0	791.35	529.06	813.63	525.39	684.02	638.15	988.12
HTR5A	3361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNX27	81609	220.32	361.04	358.54	279.14	129.69	260.38	303.44	325.29	277.2	273.37	215.77	204.07	301.33	236.21	277.2	244.57	255.0	178.77	318.57	373.81	236.21	336.79	417.77	525.39	211.31	346.29	242.88	293.07	336.79	173.85	307.69	368.65	271.48	269.6	232.94	293.07	212.78	244.57	612.11	208.38	409.15	271.48	285.03	267.73	205.5	341.51	269.6	236.21	356.05	287.01
ST6GAL1	6480	759.08	476.71	1857.6	1721.16	106.63	860.08	1427.22	684.02	155.5	1066.48	241.19	170.25	688.78	743.43	1044.52	86.43	253.23	1051.79	559.28	723.08	2271.4	248.0	595.34	384.34	228.13	381.68	156.59	842.36	55.49	476.71	325.29	267.73	703.28	145.02	271.48	244.57	1639.59	1340.84	769.69	476.71	612.11	514.56	1008.9	490.14	872.1	376.41	466.88	785.88	70.51	1225.22
PAK1	5058	674.59	3081.75	1936.53	1733.13	775.05	1096.5	1044.52	1639.59	1806.78	2209.26	1286.18	2240.11	1143.1	587.13	2627.46	2935.74	1806.78	1572.76	1437.15	2451.44	836.53	5006.93	2061.24	796.86	1277.29	1806.78	842.36	1950.0	3847.29	2664.15	1417.35	1023.0	733.19	3515.68	1119.56	2319.15	1208.34	1487.87	1745.2	1059.11	909.17	934.76	1508.65	1304.15	587.13	1135.2	1540.37	1199.98	3955.48	1111.82
DDIT4	54541	3081.75	2319.15	29736.59	3419.52	14971.21	3190.46	10440.2	9151.82	2645.74	1781.89	3874.05	4210.15	3820.7	1350.18	4181.07	1023.0	5041.77	4239.45	4450.27	3639.7	16611.71	1313.23	1857.6	579.04	16045.82	1832.01	7642.41	928.3	2271.4	3039.3	3018.3	6792.79	6381.92	5751.61	16611.71	1340.84	17437.64	13399.51	866.07	14765.09	16045.82	11827.67	28328.16	8778.97	3982.99	4152.18	14262.1	13123.73	2417.67	28525.2
ACMSD	130013	0.0	1.55	0.0	0.0	1.1	0.53	0.54	0.82	1.07	1.64	0.49	1.04	0.0	2.01	6.26	0.0	4.03	2.1	0.87	4.66	0.61	0.47	2.56	5.59	0.0	1.87	1.1	5.02	0.0	0.46	2.39	0.49	1.71	0.77	12.93	0.89	1.64	0.48	1.36	0.48	1.68	1.19	0.55	0.0	6.52	0.0	0.47	1.93	0.78	0.52
AREG	374	98.73	3742.05	67.12	403.5	1199.98	423.61	145.02	1857.6	175.07	656.11	1183.45	341.51	435.55	3190.46	9.48	842.36	808.0	251.48	497.0	98.04	674.59	132.44	29.27	170.25	2451.44	111.21	941.27	417.77	32.82	525.39	28.86	17.64	267.73	525.39	1407.55	248.0	426.57	336.79	38.95	733.19	463.65	67.59	329.84	896.64	182.55	490.14	1529.73	441.64	356.05	769.69
ZNF664	144348	1417.35	860.08	1081.39	1242.34	728.11	1143.1	1023.0	854.13	1119.56	1015.93	813.63	1295.13	1397.83	1015.93	2573.36	915.51	1183.45	1088.92	1745.2	1225.22	819.3	1561.89	1151.06	1191.69	476.71	780.44	480.04	1467.37	1388.16	642.59	1388.16	1277.29	808.0	1268.46	802.41	1529.73	802.41	791.35	2875.3	587.13	525.39	1183.45	941.27	934.76	2609.3	1015.93	764.36	860.08	1388.16	848.22
BRICD5	283870	63.45	127.89	45.21	45.85	50.27	92.7	27.64	78.89	147.06	71.5	50.63	76.71	133.36	267.73	283.05	54.33	239.52	73.03	76.71	52.08	62.12	28.86	141.02	175.07	17.64	30.56	28.65	34.75	58.71	107.38	148.09	68.55	100.13	387.02	67.12	70.51	41.52	4.94	412.0	81.71	70.51	71.0	21.47	181.28	176.29	35.5	61.68	33.78	348.71	180.02
KCTD6	200845	108.14	67.12	109.66	109.66	136.19	102.25	84.63	120.1	125.24	131.51	63.89	100.13	139.07	141.02	74.06	98.04	165.57	84.63	91.41	76.71	78.34	78.89	67.59	121.79	96.01	90.77	80.57	158.79	80.01	96.68	94.67	84.04	97.36	137.14	62.56	119.26	82.87	61.68	124.37	99.43	96.01	105.89	55.49	99.43	132.44	84.63	64.34	172.65	98.04	114.36
MIER2	54531	267.73	723.08	249.73	503.95	281.09	376.41	279.14	371.22	348.71	323.03	343.89	271.48	289.02	381.68	237.86	205.5	193.01	371.22	289.02	256.78	363.56	223.41	547.75	346.29	273.37	409.15	234.57	351.14	444.72	201.25	281.09	289.02	323.03	395.18	316.37	303.44	429.54	209.84	348.71	473.41	205.5	358.54	441.64	389.72	307.69	297.17	246.28	358.54	373.81	346.29
ZNF512	84450	358.54	309.83	406.31	320.8	555.41	507.46	981.29	406.31	327.56	309.83	153.34	397.93	591.22	406.31	753.83	190.34	723.08	470.14	376.41	647.07	256.78	612.11	255.0	309.83	123.5	283.05	232.94	228.13	295.11	221.86	708.18	854.13	295.11	234.57	191.67	500.46	209.84	206.94	521.76	368.65	348.71	466.88	368.65	301.33	802.41	237.86	295.11	435.55	417.77	679.29
DNA2	1763	100.13	53.57	107.38	69.52	120.1	81.71	94.01	116.78	93.35	65.26	91.41	92.05	173.85	29.48	400.71	125.24	98.04	105.89	120.1	412.0	57.89	165.57	128.79	215.77	49.56	49.56	111.21	157.68	109.66	154.42	130.6	212.78	71.5	116.78	164.42	88.88	42.11	115.16	293.07	163.28	147.06	81.71	74.06	59.97	339.14	63.45	139.07	109.66	108.14	53.95
CTD-2510F5.6	0	42.71	69.52	64.34	36.53	82.29	85.22	58.71	9.56	178.77	44.25	104.42	50.27	74.58	63.45	75.11	74.06	98.73	33.3	50.27	61.25	121.79	83.45	30.12	18.16	25.72	112.77	175.07	116.78	29.27	100.83	81.14	78.34	27.44	90.14	73.54	25.35	16.27	40.36	66.18	45.21	58.3	108.9	20.11	56.28	50.98	85.82	49.21	47.5	41.22	62.12
WDHD1	11169	106.63	186.4	260.38	170.25	157.68	140.04	212.78	460.44	199.85	279.14	191.67	262.2	165.57	44.25	470.14	293.07	152.28	373.81	161.02	703.28	156.59	255.0	289.02	223.41	186.4	403.5	486.75	341.51	438.59	158.79	251.48	339.14	116.78	262.2	155.5	287.01	177.53	283.05	305.55	198.47	353.59	325.29	209.84	211.31	420.68	206.94	438.59	301.33	351.14	121.79
LBX2	85474	49.56	28.86	45.21	31.67	46.84	16.51	11.82	57.08	30.78	6.62	29.7	9.56	18.56	13.22	21.63	21.47	26.86	9.13	9.85	27.05	25.72	10.71	21.78	18.29	16.51	25.91	24.63	128.79	8.92	7.51	15.91	14.89	16.63	8.13	12.93	5.73	10.71	18.29	26.47	8.51	10.47	30.12	23.25	14.67	256.78	9.7	4.74	5.23	7.34	10.24
FUT6	2528	1.28	0.95	38.4	301.33	5.32	7.63	4.13	4.24	13.42	34.75	3.63	44.25	5.96	11.3	1.45	85.22	1.97	68.55	8.99	4.13	9.63	21.16	3.44	2.66	71.0	514.56	10.08	2.34	48.52	215.77	0.54	0.0	4.62	16.63	11.38	52.08	187.71	73.03	2.1	1.95	29.06	3.72	6.16	61.25	10.63	24.63	24.28	2.81	38.95	0.58
UNC13A	23025	10.96	7.0	1.36	7.46	40.07	2.36	11.91	4.58	2.32	5.92	0.66	1.62	26.47	4.03	1.62	2.61	15.11	3.2	1.89	3.23	2.34	3.14	7.0	1.81	1.99	7.34	2.41	2.92	1.62	1.31	2.1	4.39	1.62	0.97	2.27	1.93	3.59	1.77	21.94	5.32	5.87	2.94	19.39	18.43	23.76	0.66	0.65	68.07	6.94	90.14
STX1A	6804	223.41	420.68	555.41	336.79	490.14	258.57	151.22	1008.9	191.67	193.01	500.46	214.27	406.31	110.43	287.01	212.78	162.14	158.79	291.04	191.67	171.45	94.67	119.26	201.25	693.58	124.37	180.02	112.77	175.07	67.59	108.14	162.14	307.69	201.25	343.89	121.79	228.13	94.67	854.13	334.46	547.75	255.0	178.77	397.93	497.0	119.26	392.44	429.54	361.04	242.88
KATNA1	11104	532.74	547.75	285.03	426.57	295.11	295.11	493.56	239.52	320.8	381.68	660.68	514.56	473.41	384.34	718.08	412.0	540.19	543.96	447.82	363.56	236.21	567.1	412.0	339.14	353.59	392.44	429.54	607.87	438.59	438.59	312.0	563.18	400.71	248.0	309.83	271.48	264.03	457.25	303.44	314.17	198.47	457.25	248.0	366.09	555.41	454.09	426.57	414.87	341.51	420.68
SLC25A21-AS1	0	19.68	12.74	59.55	47.84	63.89	24.99	25.72	48.87	49.91	14.67	18.03	39.79	19.82	57.08	26.67	3.56	30.56	18.97	18.16	143.01	7.22	52.82	7.63	13.03	11.3	63.89	41.81	56.68	43.32	38.95	28.65	7.82	13.93	83.45	13.42	36.79	36.27	15.68	52.82	5.63	40.93	58.71	10.16	24.11	211.31	11.04	14.67	42.41	44.89	10.55
LA16c-431H6.6	0	1.06	2.48	0.36	0.68	1.62	0.4	0.82	2.68	0.65	1.91	0.0	2.1	0.67	1.55	3.0	1.83	0.72	1.36	0.0	1.81	1.87	0.0	0.74	2.41	1.57	0.39	0.67	0.0	0.0	0.34	2.32	0.38	2.01	0.95	0.39	0.4	1.17	1.03	1.23	1.69	4.62	4.17	1.23	3.03	1.01	0.38	1.97	3.29	0.35	2.53
RP11-321M21.3	0	0.0	0.0	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34	0.0	0.0	0.0	0.0	0.0
FBXO31	79791	262.2	299.25	295.11	400.71	320.8	414.87	281.09	314.17	323.03	450.94	220.32	199.85	307.69	432.53	503.95	287.01	279.14	409.15	432.53	532.74	381.68	463.65	796.86	291.04	409.15	480.04	417.77	269.6	218.79	358.54	224.97	248.0	371.22	327.56	204.07	299.25	409.15	303.44	226.54	373.81	395.18	329.84	476.71	279.14	629.35	223.41	265.87	432.53	363.56	392.44
DUSP11	8446	423.61	529.06	713.11	738.29	1259.69	518.15	961.07	373.81	988.12	476.71	607.87	947.83	503.95	414.87	444.72	540.19	954.43	551.56	733.19	674.59	426.57	780.44	748.61	607.87	866.07	1167.14	830.75	1277.29	599.49	896.64	332.14	988.12	616.37	647.07	395.18	713.11	547.75	890.44	473.41	679.29	559.28	974.5	624.99	480.04	371.22	848.22	954.43	432.53	571.05	780.44
BAG3	9531	1639.59	1037.29	1159.07	2720.15	1175.27	1295.13	1369.04	1870.53	1572.76	2178.83	1991.0	1104.13	769.69	1143.1	323.03	2047.0	1350.18	2119.22	1950.0	1313.23	1331.57	1073.91	2240.11	2485.67	2627.46	2485.67	1340.84	2133.97	1923.14	1295.13	135.24	743.43	1909.85	1685.71	1199.98	1437.15	1388.16	2271.4	444.72	2835.7	1322.37	1096.5	1806.78	1870.53	1111.82	1529.73	1757.34	1832.01	1487.87	1233.75
CYorf17	100533178	0.0	0.0	0.0	0.0	0.0	0.0	34.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.36	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SOCS3	9021	1397.83	2935.74	1844.76	961.07	1322.37	2555.58	1417.35	1883.54	921.88	5219.6	1135.2	3955.48	473.41	12502.12	387.02	1088.92	1359.57	3190.46	1936.53	271.48	3589.58	1447.15	1216.75	2303.12	2004.85	1963.57	1427.22	514.56	587.13	521.76	371.22	444.72	2032.85	1769.57	3018.3	1757.34	4095.0	802.41	283.05	1909.85	1268.46	2119.22	2004.85	2645.74	679.29	2835.7	2209.26	1023.0	1073.91	743.43
KIAA1257	57501	42.41	31.9	9.7	20.11	12.93	15.8	12.36	3.96	23.93	15.11	10.79	3.29	29.91	43.32	7.4	34.75	83.45	8.13	26.1	7.34	27.84	98.73	7.63	5.73	5.63	8.58	5.06	19.53	9.63	34.51	1.91	13.32	1.46	108.14	5.32	11.04	5.96	4.98	63.0	7.88	6.41	4.82	3.89	8.85	67.12	3.35	5.77	18.29	29.27	3.89
NRARP	441478	738.29	226.54	80.57	896.64	395.18	447.82	348.71	65.72	738.29	612.11	1674.06	974.5	244.57	180.02	120.1	785.88	480.04	679.29	1208.34	178.77	1467.37	896.64	1407.55	64.8	514.56	947.83	896.64	529.06	2193.99	688.78	87.65	343.89	246.28	624.99	176.29	1467.37	258.57	353.59	540.19	148.09	384.34	1199.98	119.26	275.28	283.05	1304.15	764.36	348.71	1977.24	100.83
DEFA5	1670	0.0	0.0	0.0	0.0	2.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38430.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	480.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.89	0.0	0.0
AKT3	10000	97.36	107.38	76.17	80.01	25.35	267.73	551.56	339.14	299.25	368.65	80.57	32.82	563.18	212.78	53.19	36.01	121.79	120.94	878.17	171.45	170.25	143.01	679.29	813.63	131.51	220.32	320.8	94.01	51.35	110.43	271.48	1781.89	323.03	182.55	84.04	813.63	187.71	185.11	74.06	201.25	46.5	55.1	379.04	120.94	486.75	98.73	81.14	172.65	490.14	289.02
SNTA1	6640	624.99	532.74	961.07	149.12	836.53	215.77	256.78	204.07	157.68	110.43	226.54	334.46	125.24	211.31	343.89	417.77	147.06	172.65	114.36	229.72	414.87	93.35	186.4	129.69	547.75	248.0	341.51	232.94	221.86	185.11	209.84	134.3	234.57	221.86	170.25	206.94	221.86	209.84	389.72	202.66	131.51	163.28	493.56	384.34	525.39	178.77	181.28	262.2	153.34	175.07
PTRF	284119	2555.58	2193.99	1437.15	1769.57	1781.89	2895.31	3018.3	2335.28	1605.83	2335.28	1909.85	1369.04	1051.79	3716.2	387.02	902.89	1769.57	1583.71	2400.97	830.75	3039.3	679.29	3190.46	5751.61	3955.48	2895.31	1896.65	1313.23	2485.67	612.11	540.19	2335.28	4298.64	2384.37	1331.57	1322.37	2664.15	1769.57	269.6	3874.05	759.08	1175.27	4010.71	2434.5	1322.37	1844.76	2609.3	4123.49	2609.3	2090.03
SKIL	6498	896.64	371.22	327.56	295.11	1844.76	540.19	480.04	271.48	351.14	679.29	633.73	571.05	514.56	450.94	1135.2	346.29	909.17	420.68	2351.53	1127.35	358.54	514.56	575.03	543.96	387.02	536.45	723.08	1143.1	295.11	547.75	187.71	796.86	698.41	571.05	253.23	934.76	351.14	842.36	1073.91	441.64	1769.57	3325.99	463.65	336.79	941.27	423.61	293.07	334.46	511.0	603.67
ADAM32	203102	14.35	7.94	18.29	5.73	27.84	57.49	25.35	6.31	34.02	7.94	16.03	24.46	45.85	7.11	37.05	33.06	105.15	37.32	17.9	15.34	2.51	26.28	62.12	19.82	9.48	55.1	2.78	72.01	63.0	114.36	8.65	54.72	93.35	66.18	10.71	3.59	21.78	112.77	18.16	2.89	4.31	2.97	38.12	8.45	48.52	6.41	8.19	8.13	3.59	37.59
BHLHE22	27319	10.31	16.27	14.56	23.42	5.68	55.49	25.54	21.47	12.27	29.91	9.34	6.62	2.46	40.93	9.63	9.34	6.41	40.07	30.56	15.11	58.71	5.82	13.62	9.06	21.47	54.72	3.89	9.13	4.98	3.06	13.72	33.06	78.89	3.38	17.9	11.38	20.71	22.75	11.47	21.01	9.63	15.0	54.72	98.73	11.91	10.16	6.52	22.26	15.68	11.91
ANKRD34C	390616	0.0	0.28	0.0	0.56	0.0	0.31	3.17	0.0	0.24	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.27	0.95	0.91	0.0	0.28	0.0	0.0	0.79	0.25	0.0	5.63	0.0	0.0	0.0	0.3	0.66	0.0	0.0	0.0	0.0	0.28	0.33	0.0	0.87	0.0	0.0	0.29	0.0	0.0
PFAS	5198	118.43	323.03	214.27	249.73	178.77	348.71	185.11	409.15	218.79	199.85	154.42	406.31	244.57	171.45	532.74	239.52	169.07	197.09	156.59	412.0	339.14	201.25	376.41	409.15	265.87	228.13	205.5	191.67	343.89	96.01	339.14	293.07	262.2	500.46	429.54	267.73	132.44	139.07	283.05	299.25	144.01	297.17	171.45	229.72	567.1	269.6	420.68	406.31	435.55	289.02
ZG16	653808	0.0	0.0	0.68	0.68	0.97	0.0	0.0	0.39	0.65	0.0	0.0	0.0	0.38	0.0	1.2	0.0	0.0	0.0	0.0	0.35	0.95	0.0	0.0	1.04	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	1.71	0.0	0.0	0.38	0.39	0.0	0.77	0.37	0.0
